大統新創,	1470
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,34.66,112.51,86.35,3.66,7.22,50.55,-1.52,-3.35,-3.77,-0.36,25.79,6.43,10.23
2001,32.26,100.83,74.48,3.70,7.82,46.67,-2.99,-5.53,-6.60,-0.55,12.60,3.27,9.71
2003,25.00,151.51,97.93,4.15,6.84,53.36,-3.80,-5.27,-5.40,-0.51,0.00,0.00,9.37
2004,14.96,281.55,188.44,3.72,6.43,56.76,-4.21,-5.37,-5.95,-0.50,86.68,5.92,9.13
2005,14.61,350.66,260.84,4.56,7.07,51.62,0.14,0.16,0.16,0.01,34.00,2.14,9.15
2006,11.95,450.81,290.75,3.90,5.98,61.03,-4.54,-5.24,-6.07,-0.47,14.35,1.76,8.67
2007,13.45,454.15,293.88,4.48,4.71,77.49,-2.09,-2.40,-2.61,-0.20,49.71,2.73,8.37
2008,9.70,544.30,382.63,5.26,5.03,72.56,7.04,7.86,7.80,0.69,187.13,8.09,9.06
2009,11.36,490.69,365.91,5.01,5.06,72.13,5.94,6.64,7.52,0.62,139.70,7.91,9.68
2010,10.92,520.52,362.89,5.06,5.39,67.71,5.89,6.62,7.02,0.66,63.64,3.51,10.35
2011,11.52,488.85,302.23,4.68,4.32,84.49,4.18,4.70,5.30,0.49,73.79,4.89,10.36
2012,10.83,580.00,397.10,5.53,5.00,73.00,1.48,1.67,2.12,0.17,41.22,1.42,10.33
2013,12.96,527.41,393.64,3.88,5.16,70.73,2.88,3.27,4.38,0.34,96.90,7.22,10.58
2014,15.10,459.49,321.85,4.47,3.54,103.10,6.14,7.14,8.92,0.77,59.59,4.08,11.08
2015,10.87,675.16,497.39,4.78,3.24,112.65,5.56,6.40,8.02,0.71,85.24,1.78,11.19
2016,11.95,583.28,466.70,4.42,3.43,106.41,4.36,4.92,6.85,0.55,103.14,3.51,11.05
2017,15.57,407.83,319.39,4.42,4.20,86.90,3.81,4.42,5.97,0.49,59.14,3.27,11.03
