凱衛,	5201
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,39.96,190.03,163.65,2.85,20.54,17.77,5.38,7.72,4.93,0.81,30.44,18.35,10.35
2001,41.01,141.79,112.72,2.29,10.89,33.51,-11.26,-19.03,-13.39,-1.81,-7.41,-5.30,7.76
2002,46.03,123.20,71.81,2.99,5.07,71.99,-16.76,-30.40,-18.69,-2.19,-39.96,-26.87,5.54
2003,28.65,135.95,114.25,1.96,2.61,139.84,-10.07,-17.07,-17.87,-1.67,18.26,5.30,8.96
2004,20.02,175.38,129.86,1.86,3.58,101.95,-22.16,-29.73,-52.13,-2.15,0.00,5.00,6.26
2005,23.36,223.33,199.32,4.00,7.16,50.97,2.03,2.57,2.32,0.17,46.07,9.67,6.62
2006,18.90,255.83,220.01,2.27,4.28,85.28,-10.66,-13.55,-21.14,-0.85,0.28,0.04,5.92
2007,18.96,254.82,223.35,3.36,5.43,67.21,5.89,7.25,8.28,0.44,13.00,2.26,6.14
2008,23.42,239.20,219.37,3.28,7.37,49.52,7.23,9.18,8.90,0.58,34.79,7.96,6.45
2009,18.08,350.25,328.65,3.59,7.61,47.96,6.43,8.08,8.44,0.60,0.00,0.00,8.46
2010,16.68,469.23,452.47,4.42,8.82,41.38,9.42,11.38,13.00,1.05,33.45,5.10,10.08
2011,16.55,429.09,407.40,3.81,8.36,43.66,2.24,2.69,3.93,0.27,78.51,12.51,9.78
2012,16.01,439.68,405.18,5.04,7.92,46.08,3.59,4.29,5.80,0.43,18.68,2.81,10.17
2013,18.49,406.35,235.29,5.20,9.35,39.03,10.21,12.48,19.55,1.36,-94.94,-0.39,11.91
2014,20.84,379.34,234.03,5.49,13.00,28.07,8.26,10.28,14.08,1.20,78.33,16.95,11.68
2015,19.97,425.88,223.18,5.13,17.75,20.56,8.48,10.65,14.33,1.26,16.15,-5.35,11.89
2016,21.00,401.42,239.91,5.36,18.85,19.36,-0.22,-0.28,-0.41,-0.03,70.25,4.99,10.75
2017,19.43,453.10,219.44,6.05,16.35,22.32,1.53,1.91,3.06,0.21,10.10,1.88,11.29
2018,21.03,481.34,208.95,7.43,17.03,21.43,9.19,11.52,16.50,1.35,67.98,12.12,12.18
