華南金,	2880
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,0.03,NA,NA,NA,NA,NA,0.18,0.18,99.03,0.04,NA,NA,20.75
2002,9.42,13914.58,NA,NA,NA,NA,-35.51,-37.04,NA,-5.99,NA,NA,12.98
2003,8.49,861.04,NA,NA,NA,NA,14.18,15.34,98.71,2.14,NA,NA,15.01
2004,7.42,1178.49,NA,NA,NA,NA,13.25,14.21,99.33,1.93,NA,NA,14.45
2005,6.47,3680.91,NA,NA,NA,NA,10.57,11.20,100.90,1.60,NA,NA,15.00
2006,10.93,NA,NA,NA,NA,NA,8.24,8.82,NA,1.33,NA,NA,n/a
2007,6.18,NA,NA,NA,NA,NA,9.21,10.07,93.67,1.54,NA,NA,n/a
2008,7.22,NA,NA,NA,NA,NA,9.39,10.06,99.30,1.50,NA,NA,n/a
2009,7.16,NA,NA,NA,NA,NA,4.50,4.85,93.77,0.71,NA,NA,n/a
2010,7.99,NA,NA,NA,NA,NA,5.79,6.27,94.75,0.92,NA,NA,n/a
2011,7.17,NA,NA,NA,NA,NA,7.00,7.57,96.48,1.22,NA,NA,n/a
2012,7.93,NA,NA,NA,NA,NA,6.35,6.87,96.44,1.03,NA,NA,n/a
2013,93.73,NA,NA,NA,NA,NA,0.48,7.58,28.31,1.11,NA,NA,14.98
2014,93.63,NA,NA,NA,NA,NA,0.59,9.39,33.83,1.41,NA,NA,15.43
2015,93.49,NA,NA,NA,NA,NA,0.61,9.48,35.57,1.42,NA,NA,15.45
2016,93.76,NA,NA,NA,NA,NA,0.58,9.03,33.36,1.34,NA,NA,15.11
2017,93.62,NA,NA,NA,NA,NA,0.47,7.43,28.46,1.09,NA,NA,14.87
