晟楠,	3631
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,24.04,363.90,269.12,4.19,2.11,172.98,19.94,25.64,26.69,2.96,NA,NA,12.77
2009,19.13,301.02,177.51,3.44,2.88,126.73,20.27,25.58,39.21,3.58,NA,NA,15.62
2010,14.69,438.23,339.78,3.26,3.50,104.28,15.53,18.45,28.20,3.36,NA,NA,19.47
2011,30.73,1228.46,991.25,2.78,4.06,89.90,11.75,15.21,27.77,2.81,72.05,NA,18.96
2012,41.41,127.56,88.18,2.50,3.57,102.24,7.12,10.50,22.03,1.83,24.49,NA,15.41
2013,48.62,183.16,141.65,6.76,3.11,117.36,5.71,9.96,7.94,1.61,18.80,8.20,16.83
2014,46.22,173.26,136.49,6.01,2.18,167.43,2.09,3.43,4.51,0.65,12.27,8.05,19.65
2015,38.39,237.16,197.12,4.77,1.75,208.57,-14.64,-26.34,-58.27,-4.59,25.07,10.66,15.58
2016,36.46,242.31,188.48,5.04,1.27,287.40,0.89,-0.81,2.22,0.12,4.29,1.57,14.77
2017,42.93,200.36,161.27,11.72,3.93,92.87,-0.48,-1.41,-1.41,-0.20,6.47,3.25,14.14
