十銓,	4967
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%)
2018,31.78,293.07,166.89,14.92,9.73,37.51,10.82,18.89,2.41,3.04,111.52,40.75,17.30
