迎輝,	3523
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,38.95,166.06,128.86,2.40,3.46,105.49,34.38,54.97,38.93,15.35,53.62,14.16,33.14
2007,21.18,479.69,398.96,2.48,4.37,83.52,20.75,28.65,23.52,9.81,92.54,-0.51,39.46
2008,40.18,141.66,104.57,2.04,4.45,82.02,3.52,4.26,5.31,1.56,0.10,0.01,32.63
2009,45.14,109.78,89.07,2.52,5.67,64.37,-3.41,-5.10,-7.36,-1.48,21.96,5.13,27.96
2010,50.70,98.90,79.20,3.20,7.89,46.26,-3.05,-7.08,-8.43,-1.93,10.73,3.79,26.64
2011,46.67,154.28,113.25,3.17,6.06,60.23,-0.55,-2.64,-3.10,-0.70,29.43,6.97,26.30
2012,50.46,106.29,83.39,2.72,4.75,76.84,-7.56,16.18,-21.85,-3.94,25.89,8.66,22.09
2013,53.63,104.49,62.31,3.28,3.43,106.41,-7.81,-18.56,-23.55,-3.83,-20.15,-5.86,18.87
2014,63.11,113.00,91.08,2.51,3.43,106.41,-16.75,-42.50,-42.89,-6.61,9.99,4.49,12.24
2015,68.51,78.00,61.40,1.85,4.84,75.41,-12.38,-39.71,-42.83,-4.03,-6.89,-1.76,8.05
2016,84.52,65.38,53.71,1.44,5.33,68.48,-20.38,-88.06,-95.74,-4.93,-13.26,-5.24,3.15
2017,62.31,55.18,42.60,1.18,3.57,102.24,9.11,33.84,60.46,1.40,-25.12,-1.91,4.43
