富林-KY,	1341
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2016,44.31,187.33,109.20,7.17,4.92,74.18,31.27,53.00,15.46,12.96,82.84,-0.34,18.03
2017,63.97,110.36,55.18,7.11,4.60,79.34,18.74,37.86,9.24,6.88,38.76,-15.39,14.14
