谷崧,	3607
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,19.96,278.05,223.35,3.91,6.52,55.98,17.63,22.32,21.15,9.64,77.17,8.46,45.76
2008,28.43,203.82,163.36,4.20,6.77,53.91,11.36,14.91,13.38,7.02,40.58,2.46,49.24
2009,24.87,159.20,130.66,3.80,7.09,51.48,8.75,11.74,12.45,6.22,32.89,2.55,52.47
2010,33.90,123.38,96.36,4.71,7.36,49.59,4.25,5.79,5.66,2.93,32.71,3.05,48.46
2011,38.08,93.07,73.31,4.46,6.66,54.80,4.15,6.17,6.04,3.02,20.99,1.83,50.64
2012,40.55,144.40,119.14,3.86,7.73,47.21,4.18,6.31,5.70,3.16,-5.51,-5.97,49.51
2013,38.84,213.95,187.22,3.16,7.77,46.97,4.41,7.09,5.66,3.57,70.42,10.34,52.24
2014,41.98,205.56,172.55,3.29,7.97,45.79,6.48,10.44,7.74,6.05,26.63,2.98,57.78
2015,36.85,309.01,265.78,3.49,8.12,44.95,6.06,9.43,7.01,5.42,140.62,17.65,58.56
2016,42.65,320.14,276.12,2.85,6.73,54.23,-2.79,-5.08,-5.55,-2.53,37.72,1.65,48.39
2017,43.77,202.81,172.55,2.94,6.43,56.76,-4.02,-7.61,-7.17,-3.25,6.84,0.03,41.94
