新建,	2516
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,52.49,161.06,47.43,3.16,0.45,811.11,1.80,0.43,0.34,0.05,6.84,5.58,10.76
2001,61.49,139.55,43.73,3.62,0.43,848.83,-3.73,-12.21,-7.15,-1.27,1.12,1.63,9.66
2002,66.46,126.18,73.05,5.11,0.53,688.67,-8.43,-27.52,-9.55,-2.37,NA,NA,7.32
2003,64.36,125.27,72.55,4.79,0.45,811.11,5.03,2.18,0.35,0.08,1.32,1.86,7.39
2004,61.78,130.83,78.05,3.52,0.34,1073.52,1.69,1.07,0.38,0.08,3.58,4.53,7.52
2005,69.42,118.91,72.24,3.08,0.32,1140.62,-6.75,-23.88,-8.91,-1.61,NA,NA,5.97
2006,69.98,114.41,89.64,3.21,0.38,960.52,-7.13,-27.44,-8.22,-2.45,21.27,32.93,7.71
2007,70.57,112.91,79.77,4.91,0.37,986.48,2.02,3.28,0.67,0.26,19.72,31.65,8.02
2008,67.94,121.58,104.01,5.05,7.94,45.96,2.90,6.52,1.54,0.54,22.56,37.88,8.65
2009,70.11,120.75,114.63,4.25,23.25,15.69,2.66,8.46,2.12,0.76,31.74,56.07,9.39
2010,65.71,126.55,121.52,3.38,145.43,2.50,7.01,21.55,6.45,2.27,13.48,20.22,11.68
2011,67.20,124.29,115.29,3.01,64.68,5.64,3.11,9.17,3.30,1.06,0.00,0.00,12.16
2012,65.27,133.64,128.89,3.08,67.84,5.38,2.09,5.97,2.04,0.70,0.00,0.00,11.99
2013,69.53,127.32,110.25,3.46,47.46,7.69,-0.08,-0.98,-0.28,-0.15,0.00,0.00,12.32
2014,67.87,129.62,114.17,3.97,24.11,15.13,1.86,5.15,1.27,0.65,8.05,10.76,12.87
2015,71.55,106.62,96.02,2.92,13.63,26.77,1.51,4.17,1.49,0.54,6.94,15.48,13.18
2016,72.54,106.72,97.90,2.25,13.94,26.18,0.65,0.64,0.30,0.09,-5.39,-27.84,12.79
2017,75.12,100.56,94.88,3.55,52.62,6.93,-5.04,-20.99,-6.31,-2.39,8.43,21.23,9.99
