晶技,	3042
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,54.04,131.73,83.94,4.53,4.44,82.20,17.58,32.36,14.80,3.95,11.09,5.20,14.18
2001,36.41,177.65,124.51,2.94,3.51,103.98,7.60,11.53,8.48,1.45,39.17,13.45,14.23
2002,33.65,182.49,112.87,2.78,3.57,102.24,4.18,4.68,4.70,0.60,36.11,9.15,13.33
2003,46.47,187.56,129.09,3.06,3.71,98.38,4.80,7.51,6.56,1.01,2.59,0.55,13.57
2004,40.05,199.52,135.18,3.00,4.25,85.88,7.23,12.18,8.95,1.63,16.78,3.35,14.20
2005,32.28,216.40,151.32,2.88,4.45,82.02,12.51,18.18,13.97,2.73,67.21,14.72,16.12
2006,39.10,258.56,206.14,3.23,5.98,61.03,16.08,24.75,17.40,4.13,67.48,11.65,18.50
2007,30.39,222.33,182.04,3.08,6.73,54.23,17.11,25.55,19.12,4.88,76.15,13.81,21.30
2008,30.48,237.57,186.21,3.10,7.22,50.55,12.57,17.72,14.54,3.56,76.05,7.83,20.94
2009,32.03,212.56,171.81,3.11,7.38,49.45,9.42,13.55,11.93,2.75,58.44,7.21,20.72
2010,36.70,209.07,166.04,3.65,7.51,48.60,12.69,19.12,14.59,4.06,56.24,6.49,22.19
2011,37.87,185.13,145.45,3.45,7.54,48.40,9.80,15.34,11.78,3.48,45.34,3.06,23.69
2012,37.63,163.47,130.78,3.23,7.73,47.21,9.71,15.28,12.12,3.79,39.80,5.77,25.44
2013,35.88,243.93,180.81,3.07,4.67,78.15,7.48,11.57,9.84,3.02,70.80,9.89,26.88
2014,34.71,279.63,214.41,3.36,4.35,83.90,7.77,11.56,10.45,3.21,54.69,5.76,28.71
2015,31.07,248.91,201.84,3.12,4.41,82.76,6.67,9.56,10.13,3.03,65.35,9.83,34.67
2016,32.83,279.40,227.49,3.18,4.64,78.66,6.82,9.79,10.52,3.28,78.70,10.87,31.38
2017,31.62,350.63,277.70,3.05,4.36,83.71,6.86,10.04,10.83,3.11,73.06,4.92,29.45
2018,30.34,340.73,250.96,3.02,3.81,95.80,5.09,7.19,7.90,2.08,51.15,1.87,28.25
