大魯閣,	1432
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,76.74,78.93,14.85,5.22,0.67,544.77,-1.88,-17.26,-13.31,-1.01,-0.84,-0.81,5.52
2002,79.70,69.80,15.21,6.22,0.83,439.75,-2.84,-24.18,-17.03,-1.61,3.62,2.42,5.64
2004,83.01,56.88,6.11,6.21,0.83,439.75,-7.69,-47.43,-33.76,-2.59,2.17,2.15,4.45
2005,89.30,49.57,6.67,10.02,0.56,651.78,-7.97,-63.79,-55.74,-5.92,-14.22,-13.30,6.60
2006,90.20,52.85,7.65,18.55,0.69,528.98,-4.74,-34.46,-16.88,-2.00,18.04,26.00,5.00
2007,68.67,61.22,10.34,6.00,0.48,760.41,13.44,61.18,39.25,3.79,48.15,55.78,8.16
2008,69.88,57.85,3.88,0.75,0.09,4055.55,-3.31,-14.12,-170.00,-1.09,1.22,1.45,7.28
2009,76.32,62.86,3.16,1.08,0.05,7300.00,-5.50,-22.55,-534.07,-1.34,-5.23,-7.22,4.59
2010,36.50,172.73,45.09,127.31,1.16,314.65,51.58,119.22,65.43,9.53,747.00,58.33,11.40
2011,42.49,71.27,11.69,11.76,0.03,12166.66,2.29,2.93,209.16,0.35,-49.85,-21.29,12.39
2012,8.19,1625.78,422.14,10.28,0.01,36500.00,33.32,45.16,4950.86,6.58,43.89,0.77,16.78
2013,19.44,613.93,410.29,11.05,1.34,272.38,-4.07,-6.14,-12.74,-0.87,-268.45,-28.84,13.54
2014,34.28,184.52,141.40,2.55,0.15,2433.33,-4.45,-6.65,-110.60,-0.91,-9.86,-2.82,13.51
2015,54.82,84.36,52.64,14.64,0.45,811.11,-2.47,-6.23,-35.75,-0.74,-14.37,-5.51,13.88
2016,68.57,86.48,47.11,29.94,0.50,730.00,-1.59,-6.77,-18.32,-0.85,-0.05,-0.01,12.48
2017,36.94,193.04,150.45,31.69,0.29,1258.62,-1.16,-7.88,-15.31,-0.85,24.67,10.08,11.51
