新紡,	1419
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,53.20,34.02,28.43,4.18,4.12,88.59,-0.71,-3.64,-16.05,-0.42,1.53,0.67,11.38
2002,54.09,52.25,47.65,3.90,3.21,113.70,2.74,4.43,24.36,0.52,3.23,1.20,11.06
2003,53.18,59.82,52.69,3.34,2.65,137.73,1.97,3.38,19.81,0.40,*****,*****,11.62
2004,45.88,58.81,49.33,3.81,2.62,139.31,1.69,2.73,13.21,0.35,*****,*****,13.47
2005,34.19,49.70,36.51,4.59,2.29,159.38,2.85,4.37,24.56,0.63,9.44,2.77,15.18
2006,28.47,48.56,33.79,6.11,2.13,171.36,1.52,1.89,14.03,0.30,28.04,4.84,16.56
2007,24.15,66.67,45.08,5.82,1.77,206.21,1.01,1.06,9.09,0.17,8.15,0.09,16.74
2008,34.40,45.51,33.94,6.71,1.92,190.10,0.44,0.17,1.33,0.03,5.99,0.42,14.16
2009,31.71,58.59,51.03,6.93,2.44,149.59,1.73,2.12,15.22,0.34,9.24,2.62,18.17
2010,27.25,80.44,69.84,8.27,3.66,99.72,2.85,3.81,29.40,0.77,13.80,2.41,22.11
2011,33.42,58.31,46.37,9.18,2.92,125.00,3.10,4.17,26.05,0.83,14.89,1.53,17.59
2012,31.80,61.86,51.63,7.91,2.43,150.20,2.36,3.20,20.88,0.59,14.20,1.70,19.16
2013,32.04,56.55,46.59,9.73,2.53,144.26,1.85,2.36,16.35,0.55,-7.20,-3.93,24.37
2014,36.26,50.90,41.34,8.82,2.59,140.92,1.14,1.43,8.87,0.35,-1.28,-2.05,24.46
2015,36.11,61.00,50.02,7.30,2.19,166.66,1.21,1.53,10.01,0.39,-1.24,-1.54,24.05
2016,36.23,60.71,48.48,8.08,2.07,176.32,1.48,1.99,11.24,0.52,2.10,0.81,26.09
2017,32.83,100.39,87.61,7.37,2.08,175.48,9.63,14.39,82.83,4.15,-6.00,-3.30,30.75
