慧友,	5484
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,35.46,314.69,239.37,3.42,4.39,83.14,18.06,28.10,14.28,3.60,-7.90,-2.71,14.63
2001,21.70,374.77,310.98,3.44,4.56,80.04,17.90,24.24,19.31,3.87,93.26,17.55,19.54
2002,24.01,365.52,304.23,4.54,6.08,60.03,15.44,20.01,15.86,3.12,17.40,3.08,17.13
2003,18.37,516.42,373.69,3.63,4.37,83.52,17.17,21.73,18.58,3.19,49.65,5.38,16.08
2004,26.81,295.83,202.25,4.85,3.99,91.47,22.51,29.28,20.56,4.51,6.93,0.14,17.40
2006,30.98,232.37,129.91,3.88,2.71,134.68,8.40,11.44,9.46,1.64,34.83,3.07,14.29
2007,24.49,314.57,222.57,5.70,3.98,91.70,17.21,23.68,14.54,3.44,116.49,23.78,15.58
2008,24.29,314.41,229.89,5.51,4.83,75.56,9.64,12.68,9.12,1.77,57.62,-3.13,13.33
2009,26.97,293.37,195.03,5.50,4.26,85.68,10.13,13.63,10.72,1.82,65.38,9.85,13.63
2010,27.09,268.50,101.39,7.21,2.94,124.14,4.17,5.70,4.21,0.75,-34.91,-21.03,12.70
2011,26.27,291.16,182.59,5.13,4.25,85.88,-2.83,-3.87,-3.11,-0.44,27.50,6.60,11.33
2012,29.26,267.31,158.96,4.07,4.35,83.90,0.19,0.26,0.22,0.03,30.01,8.38,11.24
2013,27.68,285.41,175.70,5.36,2.56,142.57,-3.40,-5.02,-2.94,-0.55,0.78,0.27,10.88
2014,25.44,303.00,179.40,3.94,2.31,158.00,-7.69,-10.58,-7.79,-1.08,9.28,-2.86,10.02
2015,30.70,244.93,151.74,3.53,2.00,182.50,-11.76,-16.40,-15.06,-1.52,1.28,0.50,8.53
2016,22.86,328.57,208.57,5.08,2.06,177.18,1.30,1.65,1.43,0.14,46.09,11.96,8.60
2017,16.77,422.04,277.13,4.84,1.38,264.49,-8.74,-11.06,-18.25,-0.90,7.27,1.25,7.63
2018,18.34,317.03,249.28,6.72,2.44,149.59,-19.15,-23.29,-43.34,-1.59,-98.40,-19.43,6.04
