友訊,	2332
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,34.00,242.00,183.00,4.50,5.53,66.00,8.00,11.00,7.00,2.26,22.00,3.00,22.45
2001,43.00,292.00,253.00,4.00,8.11,45.00,7.00,11.00,6.00,2.15,62.00,15.00,20.80
2002,42.00,264.00,235.00,3.77,11.45,31.87,6.00,9.00,5.00,1.69,45.00,9.00,18.60
2003,49.00,127.00,109.00,3.89,11.88,30.72,8.00,14.00,7.00,2.75,23.00,13.00,19.74
2004,34.00,147.00,147.00,3.82,19.46,18.75,14.00,24.00,14.00,4.82,52.00,19.00,21.78
2005,31.00,136.00,136.00,4.12,66.29,5.50,9.35,14.00,9.00,2.74,5.00,0.00,20.28
2006,13.21,179.35,164.48,1.61,7.81,46.73,14.63,18.82,50.72,3.79,69.83,7.84,22.11
2007,18.02,78.69,71.09,3.37,3.34,109.28,18.69,22.18,95.91,5.03,116.56,10.61,28.23
2008,19.03,142.27,131.67,4.87,4.18,87.32,6.72,8.25,41.60,2.12,148.12,5.57,24.17
2009,15.00,108.00,96.00,3.66,5.89,61.96,3.00,4.00,22.00,0.79,44.00,3.00,22.80
2010,20.00,212.00,193.00,5.44,5.66,64.48,7.00,8.00,39.00,1.89,36.00,NA,22.44
2011,24.00,37.00,32.00,7.57,6.27,58.21,5.00,7.00,29.00,1.52,31.00,3.00,22.37
2012,17.00,59.00,43.00,7.42,6.27,58.21,4.00,6.00,24.00,1.23,71.00,1.00,21.89
2013,44.41,188.26,119.53,4.42,3.09,118.12,2.63,4.75,2.12,1.06,1.75,-2.76,21.93
2014,48.29,156.87,96.75,4.21,2.92,125.00,0.25,0.46,0.20,0.10,-8.60,-10.78,20.66
2015,48.05,167.67,112.23,4.17,2.91,125.42,-8.02,-15.43,-7.03,-2.90,6.00,3.74,16.80
2016,48.79,142.81,106.79,4.24,3.28,111.28,-3.80,-9.09,-4.16,-1.50,7.57,4.35,14.80
2017,45.32,156.40,111.29,3.84,3.28,111.28,-0.77,-2.00,-1.00,-0.30,0.45,-1.45,13.85
2018,45.38,160.89,117.27,4.15,3.31,110.27,0.90,1.12,0.55,0.16,12.77,8.88,14.11
