宏致,	3605
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,30.16,147.82,141.95,2.46,24.00,15.20,22.95,31.72,83.07,7.54,43.90,3.22,26.61
2008,31.54,166.36,161.82,3.75,43.59,8.37,21.32,30.88,39.74,8.44,75.55,13.05,30.65
2009,29.06,199.15,187.80,3.01,30.34,12.03,22.60,32.36,38.17,9.77,27.68,-0.03,33.92
2010,34.35,264.58,250.63,2.58,21.04,17.34,12.40,18.04,22.75,4.85,-11.91,-7.90,27.65
2011,34.43,110.78,104.05,2.99,20.57,17.74,12.68,18.96,24.67,5.53,54.99,9.66,30.86
2012,40.43,78.81,70.93,3.02,16.86,21.64,4.42,6.61,8.48,1.96,36.93,7.56,28.59
2013,40.83,165.45,146.64,3.59,7.30,50.00,3.27,5.28,4.82,1.56,25.50,7.23,30.75
2014,35.83,215.48,196.17,3.85,8.17,44.67,7.15,11.33,10.84,3.65,38.08,9.03,33.57
2015,45.44,182.47,155.75,3.32,5.91,61.75,2.22,3.62,3.75,1.22,17.66,4.25,33.23
2016,40.07,239.61,198.81,3.78,5.66,64.48,2.78,4.74,3.71,1.57,9.87,1.84,32.83
2017,47.19,158.66,131.26,3.62,5.96,61.24,1.22,1.87,1.32,0.61,14.66,6.06,32.81
