建舜電,	3322
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,68.00,117.00,88.00,3.88,9.02,40.46,5.00,12.00,3.00,1.42,NA,NA,12.44
2007,60.21,140.18,98.21,3.77,7.38,49.45,11.62,30.62,6.39,4.38,NA,NA,16.47
2008,43.58,171.15,125.06,3.99,7.34,49.72,6.40,12.61,4.00,1.82,47.44,25.24,15.80
2009,32.69,214.33,170.87,4.69,8.26,44.18,1.19,1.81,0.86,0.27,12.93,NA,14.49
2010,34.53,220.65,147.52,4.99,8.22,44.40,-7.79,-11.83,-6.04,-1.57,-45.24,-3.37,13.19
2011,37.61,545.70,411.92,5.72,1012.75,0.36,-3.46,-5.60,-2.53,-0.72,-31.49,0.00,12.63
2012,41.75,156.04,118.83,4.00,52.39,6.96,-6.29,-11.11,-6.00,-1.33,17.88,10.07,11.27
2013,48.50,170.92,128.25,3.85,6.24,58.49,-0.06,-0.79,-0.37,-0.31,11.16,6.20,11.85
2014,42.67,169.04,132.70,3.39,7.44,49.05,1.89,2.94,1.39,0.27,15.91,8.32,12.37
2015,49.81,205.86,162.26,2.89,7.09,51.48,-5.10,-10.01,-5.28,-1.23,-11.36,-6.65,10.41
2016,54.09,250.84,194.26,3.09,6.72,54.31,-4.30,-9.70,-4.48,-1.13,2.45,0.86,9.26
2017,57.85,140.23,106.68,3.24,7.61,47.96,-5.40,-13.23,-5.33,-1.30,-4.31,-3.20,7.92
2018,46.42,198.93,163.93,3.38,8.76,41.66,15.49,31.50,12.67,3.68,13.33,8.08,11.56
