宏旭-KY,	2243
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2015,88.23,95.35,20.70,4.62,0.62,588.70,3.49,25.82,5.72,3.66,3.32,12.97,63.98
2016,76.97,110.56,33.75,3.94,0.70,521.42,3.90,17.89,5.78,3.80,0.01,-4.33,23.49
2017,74.71,111.94,41.77,2.54,0.85,429.41,1.81,4.63,2.01,1.14,-7.22,-15.76,24.28
