泰博,	4736
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,51.07,157.99,95.68,7.95,2.94,124.14,21.37,43.46,20.42,8.74,72.75,23.56,23.49
2009,34.93,216.78,138.22,6.93,3.18,114.77,19.40,32.88,20.91,9.22,92.66,12.53,33.34
2010,26.73,330.76,215.52,4.52,2.78,131.29,8.02,11.28,11.03,3.62,32.54,-3.52,32.57
2011,32.91,199.06,148.90,3.46,3.14,116.24,7.64,10.66,11.84,3.40,54.56,5.96,30.80
2012,37.62,161.39,108.75,3.33,3.34,109.28,5.70,8.51,7.60,2.56,34.70,1.61,29.39
2013,33.77,351.97,247.18,3.99,2.68,136.19,10.50,15.78,13.95,5.42,77.08,5.48,31.86
2014,37.13,172.97,140.72,3.45,2.26,161.50,11.67,17.94,16.37,6.61,40.33,8.53,36.12
2015,32.83,329.73,250.44,3.43,2.03,179.80,10.69,16.17,16.57,6.45,61.53,4.08,39.97
2016,39.30,226.28,167.98,3.89,1.99,183.41,10.82,16.76,15.94,6.56,46.21,5.78,39.92
2017,47.58,144.89,106.95,3.86,1.96,186.22,8.46,14.52,13.58,5.43,21.65,2.96,38.97
