友通,	2397
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,27.00,325.00,286.00,6.30,11.60,31.46,10.00,14.00,6.00,3.18,26.00,9.00,26.72
2001,28.00,324.00,284.00,5.80,11.00,33.18,9.00,13.00,7.00,3.03,34.00,12.00,24.80
2002,21.00,461.00,420.00,4.90,10.00,36.50,3.00,4.00,3.00,1.01,65.00,6.00,22.68
2003,18.00,533.00,476.00,4.70,9.80,37.24,3.00,3.00,3.00,0.78,0.00,0.00,21.92
2004,16.00,600.00,518.00,4.58,6.43,56.76,4.00,4.00,5.00,1.00,78.00,8.00,23.50
2005,19.00,456.00,371.00,5.66,4.78,76.35,12.00,15.00,15.00,3.66,48.00,6.00,25.89
2006,15.00,599.00,517.00,5.14,4.55,80.21,16.38,20.00,20.00,5.09,55.00,0.00,26.87
2007,17.00,505.00,408.00,4.88,3.83,95.30,17.84,21.00,23.00,5.56,172.00,16.00,26.76
2008,16.00,501.00,408.00,6.92,4.55,80.21,14.82,18.00,16.00,4.57,88.00,13.00,25.89
2009,11.00,790.00,674.00,5.07,3.11,117.36,9.15,11.00,17.00,2.66,129.00,-1.00,24.89
2010,11.00,781.00,663.00,6.69,3.18,114.77,4.61,5.15,10.00,1.24,141.00,2.00,23.44
2011,12.00,723.00,643.00,8.97,3.76,97.07,6.64,7.49,14.00,1.79,88.00,5.00,24.31
2012,13.00,651.00,563.00,7.99,4.14,88.16,6.72,7.71,13.00,1.88,33.00,-1.00,24.35
2013,16.72,642.79,531.66,6.21,3.54,103.10,7.60,9.01,10.96,2.21,0.00,-5.61,24.75
2014,17.80,582.48,480.26,6.63,3.40,107.35,9.72,11.74,12.84,2.95,106.39,11.02,25.68
2015,18.50,495.38,409.19,6.97,4.20,86.90,9.91,12.11,11.55,3.13,108.32,10.15,26.38
2016,21.64,403.14,346.76,6.62,5.50,66.36,13.49,16.89,13.77,4.59,46.86,1.40,28.00
2017,25.40,339.06,256.82,5.68,4.11,88.80,10.16,13.26,11.25,3.65,49.93,-1.00,27.01
