三圓,	4416
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,48.86,102.08,55.01,4.24,2.54,143.70,-2.57,-8.48,-9.21,-0.96,4.41,1.67,10.63
2001,51.15,77.31,30.26,6.17,2.20,165.90,-3.68,-10.88,-11.85,-1.10,5.69,2.26,9.53
2002,49.26,79.02,24.92,8.52,2.25,162.22,0.27,-2.78,-2.59,-0.27,5.95,2.08,10.03
2003,44.26,87.16,31.52,12.59,3.98,91.70,2.89,3.41,2.04,0.35,28.43,8.02,10.38
2004,56.42,127.04,33.39,6.81,2.56,142.57,-7.35,-12.72,-9.39,-1.24,0.00,0.00,9.15
2005,69.96,124.02,27.21,7.89,1.23,296.74,4.10,10.49,4.99,1.01,0.00,0.00,10.16
2006,66.91,136.63,39.37,10.17,0.77,474.02,5.14,15.93,9.92,2.04,26.33,44.67,14.87
2007,73.06,115.70,10.89,48.86,0.71,514.08,5.06,17.55,10.78,3.66,0.00,0.00,24.58
2008,76.10,108.65,12.48,163.27,0.31,1177.41,2.66,8.58,9.77,2.08,0.00,0.00,23.80
2009,80.92,106.82,5.86,820.17,0.36,1013.88,3.64,15.83,11.12,3.94,0.00,0.00,25.94
2010,86.14,104.47,9.06,160.95,0.18,2027.77,2.54,13.81,12.49,3.58,0.00,0.00,25.92
2011,72.35,116.12,15.92,65.57,0.17,2147.05,5.39,26.03,24.17,7.28,0.87,1.40,30.00
2012,52.67,137.66,34.90,66.96,0.63,579.36,20.50,55.19,32.56,21.16,85.71,56.98,46.66
2013,69.34,100.70,32.34,9.66,0.03,12166.66,1.43,2.86,13.75,1.16,2.87,1.69,35.81
2014,51.19,145.77,25.03,168.68,0.85,429.41,8.10,17.75,15.83,10.80,0.00,0.00,33.04
2015,42.24,236.88,47.72,185.17,0.20,1825.00,13.55,24.27,51.70,16.28,55.20,11.97,44.16
2016,60.73,181.03,39.87,29.04,0.03,12166.66,3.05,-1.66,-53.97,-0.94,-50.03,11.42,36.13
2017,71.41,211.04,186.95,13.35,0.01,36500.00,-0.27,-2.95,-183.65,-1.58,-34.10,7.85,33.31
2018,77.74,201.90,151.63,17.01,0.02,18250.00,-0.77,-5.57,-283.21,-2.18,-70.50,-47.01,28.88
