藍天,	2362
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,38.62,120.23,71.78,13.00,5.66,64.48,-4.98,-9.88,-4.57,-1.22,34.42,14.21,11.43
2001,24.87,134.23,81.36,10.77,7.42,49.19,6.31,8.61,5.16,1.06,56.65,16.44,12.91
2002,28.56,235.76,161.93,12.71,8.79,41.52,2.60,3.10,1.93,0.38,-3.52,-0.66,11.73
2003,31.10,176.94,115.39,13.25,8.66,42.14,7.40,10.21,5.67,1.28,-8.04,-2.66,12.59
2004,28.05,215.54,179.60,10.80,12.04,30.31,4.99,6.72,3.69,0.83,75.76,11.43,12.37
2005,39.28,189.41,140.84,6.38,23.81,15.32,-4.31,-7.36,-5.45,-0.82,-43.63,-15.58,10.65
2006,39.13,185.50,176.60,5.29,78.01,4.67,3.52,3.51,2.50,0.38,7.19,2.56,11.09
2007,35.89,210.72,205.80,7.00,176.30,2.07,13.21,18.96,9.19,2.17,2.74,0.89,12.50
2008,36.81,182.00,151.03,8.98,272.79,1.33,9.07,12.71,5.55,1.48,6.33,-1.30,11.77
2009,23.58,248.88,243.96,11.30,346.29,1.05,8.29,11.31,5.74,1.44,87.08,17.58,14.46
2010,41.03,207.28,201.89,7.70,296.10,1.23,6.84,9.62,6.47,1.30,-40.31,-17.88,12.60
2011,54.61,165.94,134.45,5.22,331.04,1.10,8.74,15.96,11.36,2.10,-27.41,-10.26,13.75
2012,43.30,177.03,158.65,5.83,427.50,0.85,7.80,13.93,11.21,2.20,47.46,0.78,16.23
2013,74.95,63.69,53.39,11.20,10.74,33.98,7.27,25.18,16.52,4.53,23.19,-187.03,19.98
2014,55.85,61.98,46.23,10.00,5.88,62.07,2.84,4.73,12.24,3.55,6.31,119.83,77.54
2015,60.36,93.40,72.16,8.23,3.61,101.10,1.58,2.07,5.32,1.57,-6.48,-47.38,74.76
2016,61.65,103.90,58.89,8.27,1.94,188.14,1.23,1.30,3.02,0.92,14.98,22.04,67.36
2017,62.39,104.23,67.88,10.18,1.85,197.29,1.40,1.68,3.45,1.12,8.94,10.27,65.79
