尖點,	8021
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,41.29,183.99,143.84,2.68,3.07,118.89,-0.04,-5.94,-6.94,-0.84,39.75,13.79,13.70
2003,44.21,166.21,127.17,2.21,3.13,116.61,5.61,6.99,8.61,1.00,25.62,8.00,14.37
2004,40.92,179.55,143.23,2.62,3.82,95.54,9.11,14.72,15.69,2.31,53.11,12.47,15.62
2005,48.62,124.84,94.76,2.51,3.89,93.83,13.90,24.63,25.70,3.86,15.48,4.15,17.66
2006,41.11,138.47,89.12,3.30,2.96,123.31,15.38,26.02,29.39,5.10,30.28,4.85,24.04
2007,41.06,140.75,99.90,3.25,2.74,133.21,14.73,23.97,33.32,5.52,51.16,6.09,25.83
2008,43.65,219.51,145.47,2.50,1.93,189.11,6.82,10.46,22.53,2.42,72.56,3.49,23.16
2009,30.60,176.26,129.16,2.91,2.27,160.79,4.93,7.07,20.78,1.60,78.44,8.92,22.76
2010,30.53,222.74,182.69,3.92,4.53,80.57,6.48,9.21,22.74,2.09,100.66,7.39,22.98
2011,20.89,186.65,134.81,3.93,4.63,78.83,6.67,8.87,28.42,2.07,108.81,5.15,24.55
2012,22.90,192.68,146.77,3.59,4.10,89.02,5.91,7.26,26.89,1.75,64.22,2.65,24.28
2013,30.46,315.54,264.94,2.93,4.27,85.48,4.97,7.07,10.73,1.78,105.42,9.42,26.20
2014,33.11,239.35,204.90,3.16,5.09,71.70,5.99,8.20,11.52,2.28,49.77,6.14,28.88
2015,28.87,320.82,271.98,2.65,4.73,77.16,5.95,8.05,11.13,2.31,68.28,5.65,29.40
2016,26.37,332.99,285.10,2.38,4.62,79.00,4.26,5.46,7.93,1.55,93.58,7.98,27.76
2017,25.93,383.24,334.13,2.49,4.98,73.29,3.97,5.02,7.11,1.50,71.40,5.62,27.90
