台灣大,	3045
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,47.54,127.91,96.88,6.31,0.18,2027.77,22.13,42.78,31.32,5.13,143.43,20.39,14.42
2002,55.16,178.83,172.80,6.47,0.00,*****,12.65,24.15,32.04,3.33,185.41,9.75,14.26
2003,46.91,151.66,147.86,7.57,*****,*****,10.64,20.00,29.66,2.91,120.10,10.06,14.72
2004,33.22,170.08,166.55,7.47,*****,*****,13.90,22.19,36.95,3.55,198.95,12.01,16.79
2005,25.88,166.56,163.49,7.77,*****,*****,13.98,19.33,34.25,3.31,161.03,11.23,17.62
2006,23.17,157.65,154.05,7.36,2.53,144.26,14.07,18.29,33.77,3.28,69.93,*****,18.14
2007,62.08,27.67,26.17,7.75,2.02,180.69,6.87,10.87,12.89,1.68,79.87,24.93,13.09
2008,43.36,46.75,42.83,7.90,5.44,67.09,18.27,37.15,28.30,5.18,105.31,18.67,17.17
2009,35.52,71.84,67.00,8.56,7.85,46.49,16.80,26.97,24.36,4.66,139.10,14.54,17.42
2010,41.63,92.97,87.00,9.17,10.57,34.53,16.79,26.85,23.61,4.62,91.01,9.89,17.02
2011,42.23,34.47,28.37,9.76,10.37,35.19,15.90,26.99,21.75,4.70,74.14,9.58,18.20
2012,45.93,40.77,32.04,9.94,10.09,36.17,16.99,29.78,21.80,5.46,67.31,6.38,18.48
2013,57.70,50.33,42.98,6.14,12.00,30.41,13.53,27.34,14.49,5.79,42.37,9.08,21.35
2014,56.68,61.41,54.49,5.66,12.19,29.94,11.00,25.50,13.79,5.56,53.00,11.10,22.14
2015,58.17,57.67,49.86,5.57,12.46,29.29,10.84,26.19,13.92,5.76,43.57,5.43,21.88
2016,56.28,89.87,77.88,5.55,11.08,32.94,10.72,25.54,13.66,5.63,83.45,8.79,22.20
2017,57.60,57.28,48.71,5.85,11.58,31.51,10.12,23.64,12.76,5.21,53.68,7.79,21.91
