元創精密,	3685
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,15.92,483.07,430.20,2.38,3.41,107.03,-9.40,-11.95,-47.07,-1.30,-242.03,-17.90,n/a
2008,8.11,537.06,506.40,2.11,6.32,57.75,8.37,9.15,37.28,1.05,-44.99,-3.24,12.45
2009,21.61,191.41,186.54,2.66,46.56,7.83,12.10,14.20,23.60,1.89,31.46,7.76,14.16
2010,18.94,190.71,188.19,2.36,460.26,0.79,15.29,18.93,26.85,3.07,9.30,-6.08,16.60
2011,25.75,118.42,117.42,2.20,826.36,0.44,12.20,15.56,24.58,2.71,40.20,1.91,18.35
2012,31.16,104.44,104.01,1.92,1476.11,0.24,1.17,1.46,2.61,0.25,35.33,1.78,16.06
2013,38.46,147.92,123.15,2.64,6.68,54.64,4.72,6.86,6.50,1.11,30.25,4.93,16.30
2014,26.10,239.71,202.76,2.29,6.21,58.77,-8.69,-13.61,-16.70,-2.18,51.36,7.07,13.54
2015,23.08,315.17,272.37,2.24,7.07,51.62,-17.05,-23.13,-38.66,-2.94,33.31,5.06,13.33
2016,29.38,905.19,851.90,1.70,5.72,63.81,2.38,2.78,8.61,0.37,115.03,6.31,13.40
2017,29.97,676.53,631.35,2.33,5.77,63.25,2.24,2.64,9.68,0.35,105.64,7.75,13.15
