大世科,	8099
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,61.53,157.38,99.20,1.97,2.07,176.32,5.73,14.89,6.12,2.00,NA,NA,n/a
2001,39.01,234.36,136.01,3.99,3.52,103.69,14.32,29.41,8.18,3.59,16.28,6.60,13.75
2002,41.33,214.36,138.05,4.58,5.04,72.42,17.49,29.23,7.92,3.91,NA,NA,14.30
2003,45.44,196.63,135.27,3.84,6.68,54.64,13.07,22.96,5.81,3.08,NA,NA,13.74
2004,50.20,177.60,97.41,4.00,5.18,70.46,8.77,16.49,4.05,2.00,6.57,-5.72,13.06
2005,33.96,248.25,133.71,5.87,5.02,72.70,14.14,24.24,5.68,3.27,92.73,36.15,14.65
2006,33.82,266.77,168.17,5.90,5.70,64.03,13.83,20.85,5.60,2.97,7.60,19.37,14.42
2007,44.94,204.79,132.65,4.34,6.06,60.23,10.05,16.61,4.31,2.27,15.76,-0.24,13.82
2008,41.08,218.21,133.90,4.98,5.91,61.75,10.85,18.91,4.93,2.61,72.12,32.11,14.40
2009,35.19,261.49,190.47,5.19,5.58,65.41,9.57,15.52,5.25,2.20,30.66,-1.18,13.95
2010,44.02,212.92,158.50,4.66,6.88,53.05,8.66,14.40,4.61,2.01,17.89,0.51,13.95
2011,42.45,200.53,148.53,3.97,6.76,53.99,6.52,11.43,3.75,1.65,-0.84,-6.32,14.98
2012,40.59,211.33,139.52,3.76,5.37,67.97,4.49,7.62,2.94,1.12,25.02,5.57,14.48
2013,50.44,205.93,144.51,5.12,5.69,64.14,6.38,12.04,3.59,1.73,23.51,11.39,14.52
2014,51.00,191.68,128.55,4.86,5.02,72.70,5.29,10.66,3.12,1.59,-16.10,-7.25,15.17
2015,53.73,180.11,116.67,4.76,4.83,75.56,4.27,8.66,2.52,1.34,6.24,-4.03,14.28
2016,52.61,175.53,113.19,4.92,4.88,74.79,4.26,8.97,2.51,1.34,21.22,11.21,14.44
2017,47.41,186.92,134.62,4.88,5.81,62.82,6.03,11.95,3.30,1.75,6.89,-1.49,15.07
