興采,	4433
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2012,58.90,129.36,57.58,14.51,3.79,96.30,6.91,16.67,3.93,2.42,28.45,13.57,15.59
2013,40.05,196.08,107.09,21.05,4.20,86.90,8.70,16.85,4.80,2.59,35.59,9.23,19.00
2014,37.41,197.00,111.53,24.80,3.90,93.58,3.85,5.96,2.47,1.30,6.37,-2.13,22.12
2015,37.45,194.47,116.91,22.63,3.55,102.81,6.55,10.24,4.71,2.32,27.50,8.22,23.17
2016,41.59,151.86,75.68,21.47,3.57,102.24,2.70,4.19,2.14,1.08,17.73,3.65,22.71
2017,47.68,132.93,86.31,22.50,3.80,96.05,0.92,1.19,0.67,0.33,23.08,9.99,22.08
2018,45.97,142.75,85.17,21.62,3.59,101.67,4.14,7.24,3.94,2.06,10.62,3.58,24.09
