奧斯特,	8080
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,50.31,186.86,157.87,2.65,9.94,36.72,10.83,19.78,8.38,2.52,0.00,0.00,14.00
2003,57.92,161.40,145.69,2.72,16.99,21.48,14.85,32.16,8.49,4.21,0.00,0.00,15.16
2004,51.59,186.59,167.45,2.24,16.70,21.85,8.45,18.13,5.42,2.25,0.00,0.00,13.34
2005,51.56,176.25,159.19,2.07,14.86,24.56,8.48,15.87,5.82,2.05,10.98,0.04,13.22
2006,52.51,173.08,157.54,2.39,16.69,21.86,9.73,17.99,6.20,3.47,7.49,6.81,13.76
2007,65.21,137.37,116.09,2.58,13.30,27.44,10.08,21.74,5.66,3.02,-11.49,-30.58,14.61
2008,53.50,169.07,148.97,2.50,12.43,29.36,6.53,13.68,3.63,1.90,60.52,44.64,13.80
2009,36.08,197.64,167.91,1.64,8.38,43.55,-3.30,-6.51,-4.36,-0.82,166.39,64.73,11.92
2010,37.50,212.11,193.42,3.02,14.52,25.13,0.41,0.38,0.22,0.04,0.61,0.29,11.73
2011,35.70,151.69,140.61,2.48,16.98,21.49,-2.16,-3.71,-3.02,-0.43,46.62,20.83,11.67
2012,29.88,144.33,133.91,2.41,23.46,15.55,0.23,0.21,0.11,0.01,2.42,-2.68,11.60
2013,43.58,245.59,201.06,2.13,7.37,49.52,3.96,5.43,7.29,0.69,30.84,6.31,12.58
2014,39.70,278.00,185.94,3.89,6.10,59.83,-1.01,-2.70,-3.36,-0.35,-19.70,-3.72,11.49
2015,41.20,234.65,156.61,3.11,3.19,114.42,-9.59,-16.96,-31.15,-2.07,10.78,1.82,9.48
2016,25.20,229.08,176.53,3.73,5.49,66.48,-4.60,-7.82,-7.75,-0.39,-50.01,-15.23,8.57
2017,55.11,129.16,113.64,0.83,3.04,120.06,-16.70,-29.05,-47.30,-2.11,4.37,4.39,6.37
