居易,	6216
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,9.68,922.00,815.00,18.63,3.78,96.56,16.00,18.00,20.24,2.36,94.28,9.51,n/a
2001,19.78,350.00,270.00,7.41,4.58,79.69,25.00,30.00,25.18,4.88,47.15,7.91,n/a
2002,21.50,374.00,311.00,7.46,5.43,67.21,32.00,40.00,25.74,6.16,147.98,38.66,n/a
2003,25.98,544.00,429.00,7.02,5.53,66.00,41.00,54.00,31.27,9.77,91.95,17.36,22.43
2004,15.72,529.00,422.00,5.97,3.28,111.28,26.00,33.00,30.02,5.74,202.94,21.19,18.79
2005,18.49,467.00,365.00,6.49,2.50,146.00,10.00,12.00,15.86,1.76,63.46,-1.17,14.53
2006,10.89,785.12,628.93,5.53,2.91,125.42,10.17,11.80,14.60,1.66,96.95,-1.00,15.15
2007,7.97,1149.00,1031.00,4.77,4.12,88.59,18.00,20.00,23.77,3.13,234.20,12.38,16.70
2008,12.42,666.60,560.09,3.89,3.84,95.05,10.22,11.37,16.83,1.73,163.93,-1.29,14.51
2009,13.53,624.31,561.67,4.28,4.26,85.68,10.23,11.76,16.34,1.72,113.12,5.11,14.77
2010,12.73,672.28,572.09,4.07,4.93,74.03,7.81,8.99,11.36,1.32,39.72,-5.07,14.53
2011,13.12,671.05,615.12,4.14,4.70,77.65,10.11,11.62,15.83,1.73,164.33,13.64,15.27
2012,12.69,724.53,668.50,5.05,5.66,64.48,8.84,10.15,14.59,1.51,116.52,-0.76,14.58
2013,14.43,754.78,668.53,7.90,3.14,116.24,11.56,13.41,18.11,2.00,114.60,6.24,15.44
2014,15.42,708.99,655.49,7.47,4.66,78.32,12.96,15.24,17.98,2.43,36.64,-3.97,16.51
2015,16.39,660.52,608.04,6.99,5.21,70.05,14.70,17.48,21.15,2.99,130.38,8.45,17.45
2016,19.61,494.63,461.94,8.30,5.24,69.65,14.24,17.37,21.08,3.07,97.56,6.13,17.59
2017,13.56,714.77,646.31,7.23,4.05,90.12,11.39,13.66,19.70,2.38,50.80,-7.54,17.46
