協益,	5356
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,63.96,100.13,69.18,3.24,6.87,53.12,3.82,5.12,1.82,0.61,5.56,4.98,12.41
2001,59.50,112.04,81.04,3.49,8.77,41.61,5.64,10.63,3.85,1.12,31.44,21.86,12.48
2002,33.94,143.93,117.83,3.94,15.39,23.71,12.10,21.45,9.60,3.40,39.73,16.48,17.70
2003,37.44,135.79,103.27,3.00,13.00,28.07,8.66,13.10,7.00,2.18,0.00,0.00,17.46
2004,48.94,116.45,91.04,4.47,13.00,28.07,4.17,6.90,3.00,1.08,21.47,10.96,16.48
2005,47.06,108.55,92.98,4.00,14.00,26.07,2.13,3.58,2.00,0.58,0.00,0.00,17.34
2006,46.41,103.68,93.80,3.00,20.00,18.25,1.72,2.89,1.37,0.51,16.07,9.90,17.82
2007,43.63,108.40,99.53,4.00,32.00,11.40,1.67,2.80,1.00,0.51,13.88,7.76,18.56
2008,34.56,131.02,124.09,4.00,48.00,7.60,1.73,2.82,1.00,0.54,8.94,3.28,19.58
2009,25.90,150.58,141.59,3.34,51.00,7.15,8.64,12.39,8.00,2.55,11.56,2.98,21.63
2010,33.52,126.35,120.92,5.43,56.08,6.50,23.95,34.37,16.65,8.70,49.60,18.67,28.25
2011,34.29,96.37,91.00,4.78,44.66,8.17,14.76,22.34,12.43,6.63,6.51,-12.15,31.12
2012,41.20,112.17,108.40,4.25,49.74,7.33,10.33,16.56,9.18,5.06,18.37,-2.48,30.52
2013,28.18,328.43,259.07,4.23,6.45,56.58,12.94,19.04,9.28,6.08,67.62,10.87,33.48
2014,29.62,371.36,296.96,4.58,6.56,55.64,21.11,29.73,15.43,11.45,90.13,17.99,43.49
2015,32.31,319.83,261.42,4.42,5.90,61.86,7.00,10.14,6.06,4.36,42.40,3.12,42.68
2016,30.52,329.48,270.22,4.66,7.06,51.69,7.23,10.47,5.72,4.38,8.61,-5.65,40.87
2017,27.11,358.40,286.20,4.41,7.56,48.28,6.45,9.07,4.98,3.64,82.24,10.49,39.26
