國化,	1713
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,17.27,761.37,579.17,5.06,2.90,125.86,5.36,6.31,12.43,0.83,107.52,6.22,13.50
2001,15.14,987.43,718.82,4.34,2.56,142.57,2.88,3.33,8.01,0.45,93.69,-0.20,13.21
2002,13.91,1295.69,950.86,4.56,2.39,152.71,2.93,3.41,8.79,0.45,203.97,3.70,13.24
2003,12.41,2453.81,1912.56,4.84,3.06,119.28,1.19,1.36,3.55,0.17,203.08,0.48,13.00
2004,12.31,1871.77,1627.14,5.03,3.91,93.35,5.69,6.48,15.12,0.86,97.19,1.80,13.66
2005,13.68,640.56,525.69,4.43,2.63,138.78,6.74,7.70,22.11,1.10,-109.32,-12.37,14.84
2006,8.24,1415.94,1117.10,5.18,2.18,167.43,1.58,1.77,4.83,0.26,304.49,6.29,14.59
2007,6.33,3275.19,2921.46,4.94,3.48,104.88,2.03,2.19,7.26,0.32,738.86,7.66,14.66
2008,5.99,4419.17,3903.09,6.13,4.43,82.39,0.71,0.75,2.93,0.11,295.37,0.98,14.36
2009,5.98,4835.60,4453.79,4.90,3.61,101.10,0.90,0.95,4.92,0.14,208.50,1.15,14.45
2010,6.55,3004.20,2667.38,4.97,4.76,76.68,2.53,2.70,10.57,0.39,36.78,-0.22,14.72
2011,7.01,2362.78,2158.47,4.73,4.86,75.10,2.16,2.32,8.90,0.34,269.75,2.82,14.67
2012,6.97,2732.42,2356.48,4.96,4.48,81.47,3.25,3.50,11.97,0.52,-32.60,-2.32,14.83
2013,6.82,3823.03,3257.77,4.74,3.58,101.95,3.17,3.42,11.55,0.51,-42.44,-3.05,14.82
2014,7.42,2572.04,2173.38,5.11,4.03,90.57,3.80,4.10,12.29,0.61,-8.82,-2.86,14.94
2015,7.31,2737.94,2383.39,5.04,3.94,92.63,2.87,3.10,10.57,0.46,197.25,-0.28,14.82
2016,7.52,2135.82,1808.72,4.91,3.56,102.52,4.05,4.38,15.89,0.65,-52.83,-3.17,15.06
2017,6.92,2708.33,2246.61,4.34,3.72,98.11,2.99,3.22,11.00,0.48,-89.23,-4.39,14.99
