飛宏,	2457
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,56.44,124.79,92.30,4.04,5.95,61.34,11.40,26.21,10.68,4.57,30.33,27.99,19.98
2001,56.03,111.16,83.94,5.00,5.30,68.86,8.11,18.38,9.12,3.19,33.67,29.39,19.05
2002,47.58,146.50,123.60,5.67,7.24,50.41,6.44,12.86,7.44,2.28,0.00,0.00,18.77
2003,56.81,133.73,114.69,4.92,9.73,37.51,3.51,6.33,3.91,1.04,6.45,0.76,15.67
2004,54.54,101.69,76.90,4.88,9.15,39.89,1.84,3.07,1.57,0.47,0.00,0.00,14.82
2005,45.05,136.57,104.07,4.53,8.38,43.55,5.78,11.05,5.66,1.70,34.57,17.93,16.49
2006,44.92,155.41,106.77,4.95,7.83,46.61,6.43,11.49,5.34,1.81,4.54,1.05,16.30
2007,40.30,156.43,118.33,5.40,8.64,42.24,7.34,12.57,5.23,2.01,0.06,0.00,16.87
2008,39.52,174.89,139.23,5.11,9.54,38.25,3.74,6.01,2.83,0.93,0.28,8.68,15.59
2009,38.42,168.13,142.76,5.01,10.20,35.78,11.24,18.34,9.78,3.16,64.86,15.80,18.36
2010,42.48,141.81,126.65,6.02,16.17,22.57,15.26,25.56,11.24,5.05,40.73,21.10,22.65
2011,35.06,147.78,130.05,5.75,18.90,19.31,13.56,22.15,11.30,5.19,56.84,23.22,24.23
2012,36.60,117.58,106.35,6.19,22.53,16.20,3.19,4.93,2.87,1.12,25.41,-3.73,21.22
2013,42.70,159.29,108.26,6.24,6.04,60.43,1.59,2.56,1.25,0.55,8.80,0.29,21.42
2014,45.24,173.28,125.53,6.31,6.41,56.94,1.55,2.42,1.19,0.53,26.05,7.30,22.62
2015,50.59,164.80,120.18,5.25,6.34,57.57,-4.24,-8.58,-4.60,-1.83,-9.74,-4.94,20.41
2016,57.13,123.41,94.40,4.61,6.53,55.89,-2.37,-5.67,-2.65,-1.09,6.30,4.10,17.95
2017,47.87,191.05,145.80,4.80,6.51,56.06,0.33,0.13,0.06,0.02,-2.36,-0.89,15.95
