倫飛,	2364
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,46.03,190.43,127.19,3.68,3.63,100.55,-12.86,-24.75,-16.38,-2.09,-39.54,-14.40,9.01
2001,43.89,220.83,144.58,2.54,2.83,128.97,-10.00,-20.46,-19.98,-1.72,75.09,-5.22,7.37
2002,58.54,158.04,111.72,3.96,3.80,96.05,-7.05,-18.01,-11.93,-1.28,0.00,0.00,5.69
2003,57.11,131.19,82.33,3.38,3.47,105.18,-8.30,-26.02,-7.34,-0.76,0.00,0.00,5.16
2004,58.17,122.49,85.56,7.18,7.98,45.73,-2.66,-8.02,-2.57,-0.89,*****,*****,10.58
2005,43.40,143.86,108.73,5.59,8.49,42.99,-7.44,-17.42,-6.86,-1.70,10.62,5.44,8.98
2006,46.81,125.81,105.15,4.69,11.26,32.41,-16.50,-31.01,-14.00,-2.41,-22.56,-16.05,6.53
2007,44.28,129.95,111.50,3.71,13.48,27.07,1.40,1.04,0.54,0.07,13.76,6.44,6.59
2008,44.32,115.77,101.34,3.70,14.00,26.07,-2.46,-5.69,-3.08,-0.37,-2.42,-1.21,6.29
2009,43.64,101.06,86.23,2.33,9.44,38.66,-6.38,-12.14,-10.71,-0.73,0.33,0.17,5.71
2010,43.78,106.75,89.99,3.30,10.11,36.10,-4.09,-8.10,-6.00,-0.44,10.27,4.92,5.25
2011,39.53,114.01,97.77,4.05,10.94,33.36,2.69,3.81,2.65,0.20,17.88,8.38,5.49
2012,36.77,96.62,81.02,2.71,7.65,47.71,-11.83,-19.85,-22.26,-1.34,8.50,3.37,6.06
2013,45.39,103.08,64.75,8.38,2.77,131.76,-10.76,-19.21,-21.32,-1.06,0.00,0.00,5.00
2014,50.34,84.74,41.64,9.40,2.38,153.36,-12.02,-24.03,-23.27,-1.08,0.00,0.00,3.97
2015,60.83,73.52,40.91,9.09,2.34,155.98,-11.77,-27.82,-21.66,-0.97,0.00,0.00,3.01
2016,62.98,61.40,30.76,9.34,2.82,129.43,-13.09,-36.11,-21.13,-1.95,0.00,0.00,3.76
2017,64.56,61.67,32.09,7.19,2.38,153.36,-15.76,-45.42,-31.84,-1.24,0.00,0.00,2.08
2018,70.73,64.70,33.90,9.49,3.15,115.87,-6.70,-22.99,-9.24,-0.35,0.00,0.00,1.68
