晉倫,	6151
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,62.64,110.38,71.27,4.11,5.46,66.84,6.27,11.33,3.10,1.38,-2.14,-2.21,n/a
2001,55.20,131.34,87.95,3.22,4.40,82.95,7.02,12.10,4.58,1.41,2.43,1.79,12.26
2002,54.34,144.29,105.76,3.29,5.11,71.42,3.12,2.98,1.19,0.36,NA,NA,12.05
2003,48.98,143.99,101.11,2.92,5.56,65.64,7.45,12.92,5.64,1.51,31.23,20.54,12.44
2004,49.48,138.08,89.54,3.61,6.34,57.57,11.85,21.82,8.00,2.55,0.00,0.00,12.81
2005,46.04,142.73,94.14,3.80,5.72,63.81,10.63,18.75,7.14,2.34,30.39,13.96,13.31
2006,36.26,160.31,83.38,4.24,4.81,75.88,10.10,16.13,7.33,2.02,51.34,15.30,13.06
2007,40.16,154.52,87.87,4.96,4.65,78.49,7.24,10.87,5.26,1.35,1.47,-3.69,12.83
2008,30.83,208.65,102.52,5.14,4.64,78.66,4.32,5.68,3.03,0.71,66.59,10.56,12.51
2009,34.56,170.98,106.85,4.55,4.04,90.34,11.59,17.06,10.91,2.27,44.82,11.93,13.89
2010,37.78,154.96,104.40,4.94,4.77,76.51,10.90,16.72,10.00,2.70,4.54,0.00,16.83
2011,46.28,95.86,53.84,5.07,4.26,85.68,6.41,10.48,7.15,1.77,11.39,0.00,16.92
2012,48.88,95.02,54.61,5.06,4.71,77.49,3.84,6.29,3.97,1.00,0.65,0.00,16.05
2013,51.31,182.82,126.19,3.69,5.01,72.85,5.34,10.08,3.97,1.64,41.23,14.68,16.84
2014,49.38,185.10,126.39,3.31,4.77,76.51,4.36,7.99,3.52,1.30,22.66,7.29,16.79
2015,43.34,187.57,128.57,3.22,4.53,80.57,8.33,14.98,7.45,2.62,62.59,17.48,18.17
2016,43.37,166.08,116.91,2.98,4.77,76.51,8.40,14.44,7.68,2.59,24.61,2.36,17.76
2017,49.07,144.40,95.46,2.93,4.61,79.17,6.67,11.97,6.02,2.11,13.31,0.00,17.42
