嘉威,	3557
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,10.00,759.06,718.91,1.67,0.49,744.89,-2.18,-2.43,111.00,-0.24,-42.67,-4.77,n/a
2006,17.00,406.87,293.32,3.24,1.57,232.48,14.74,17.13,30.00,1.61,-113.59,-20.89,11.78
2007,18.33,383.99,345.86,4.90,5.05,72.27,32.07,39.06,34.38,8.46,72.38,15.96,29.30
2008,15.01,289.84,250.44,3.24,6.43,56.76,2.60,3.11,5.32,0.61,39.94,5.21,21.31
2009,26.19,187.81,145.63,3.61,6.00,60.83,4.28,5.31,6.56,1.16,3.70,1.20,22.48
2010,31.96,135.10,101.34,2.93,5.67,64.37,-4.26,-6.44,-7.61,-1.27,0.00,-0.49,19.00
2011,25.91,180.22,161.87,2.27,6.61,55.21,-20.56,-29.74,-48.15,-4.93,0.00,0.00,14.15
2012,24.05,223.40,192.56,2.68,9.41,38.78,-3.67,-5.31,-7.60,-0.73,63.10,12.59,13.42
2013,33.27,146.26,119.06,4.11,3.57,102.24,-14.34,-22.53,-27.66,-2.59,6.65,1.71,10.80
2014,40.37,202.78,159.25,3.20,2.46,148.37,-24.71,-39.65,-45.46,-3.54,0.00,0.00,7.18
2015,36.74,238.67,204.45,2.23,2.15,169.76,-4.85,-8.66,-9.26,-0.59,15.04,1.77,6.56
2016,31.17,207.10,192.15,1.75,3.02,120.86,-8.43,-13.51,-20.41,-0.96,0.00,0.00,5.43
2017,11.71,361.91,352.16,0.31,1.98,184.34,-26.13,-34.65,-448.53,-2.97,6.59,0.44,7.09
2018,14.01,701.93,701.44,0.55,3.85,94.80,0.05,0.05,1.10,0.00,0.00,0.00,7.09
