建通,	2460
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,51.60,148.61,94.77,3.41,2.99,122.07,7.54,12.18,7.36,1.80,0.03,0.02,15.80
2001,45.28,150.19,101.93,3.35,3.11,117.36,5.23,7.20,5.29,0.98,45.72,18.35,14.06
2002,45.55,224.22,157.69,3.67,3.97,91.93,10.95,18.58,11.88,2.50,57.70,14.52,14.60
2003,43.03,212.48,148.43,3.25,3.89,93.83,13.02,22.26,14.71,3.07,29.03,6.63,15.12
2004,46.98,258.62,191.22,3.36,3.95,92.40,11.34,19.68,13.28,2.66,28.89,5.24,14.40
2005,48.49,163.13,125.62,3.24,4.71,77.49,5.34,9.27,6.23,1.24,19.12,8.67,13.67
2006,46.08,210.58,155.52,3.69,5.88,62.07,16.41,30.12,15.46,4.37,6.30,1.61,16.63
2007,36.44,262.08,233.29,3.16,8.35,43.71,13.65,22.48,13.65,3.48,49.40,4.58,16.92
2008,33.40,200.65,192.58,2.72,15.57,23.44,9.51,14.10,16.42,2.15,122.98,22.89,16.25
2009,29.05,197.55,173.05,4.56,13.04,27.99,10.00,14.13,24.02,2.29,30.90,0.19,16.65
2010,37.77,226.65,201.75,7.10,11.10,32.88,7.90,11.38,14.52,1.87,23.20,-1.96,16.28
2011,34.52,185.59,171.59,6.12,11.40,32.01,4.54,6.46,10.37,1.08,8.51,-3.60,17.15
2012,39.39,146.94,141.66,3.61,12.04,30.31,2.33,2.96,8.71,0.50,-5.04,-4.68,16.28
2013,50.77,208.17,176.59,3.15,6.93,52.66,1.21,0.52,0.37,0.09,4.69,0.88,17.07
2014,49.67,190.01,151.09,3.01,4.91,74.33,2.17,2.90,2.23,0.51,17.57,6.25,18.29
2015,49.79,211.66,177.76,3.09,4.90,74.48,0.05,-1.34,-1.11,-0.24,34.22,9.41,17.75
2016,43.63,169.28,138.74,3.03,4.76,76.68,1.40,1.55,1.24,0.27,8.43,3.08,16.54
2017,58.03,167.27,129.36,2.93,4.00,91.25,0.67,-0.03,-0.02,-0.01,-3.69,-1.70,16.13
