揚智,	3041
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,54.70,78.79,31.74,4.61,2.45,148.97,-11.89,-21.99,-18.81,-4.06,0.00,0.00,16.54
2001,54.99,118.61,62.68,6.86,3.14,116.24,1.41,0.66,0.29,0.11,52.87,26.56,16.84
2002,39.00,179.00,98.00,7.61,4.51,80.93,11.00,20.00,8.00,3.64,104.00,24.00,20.46
2003,49.00,109.00,63.00,8.95,6.43,56.76,0.00,0.00,0.00,0.03,2.00,0.00,16.72
2004,65.60,49.07,35.32,8.43,4.31,84.68,-27.44,-63.70,-22.85,-7.66,0.00,0.00,8.25
2005,37.77,312.31,259.36,7.73,3.66,99.72,13.96,28.20,14.44,2.80,133.26,35.43,12.08
2006,16.71,377.55,330.83,7.73,3.52,103.69,16.68,22.51,23.86,3.08,0.00,0.00,16.46
2007,17.60,384.10,330.16,9.01,3.27,111.62,12.91,15.52,18.37,2.44,173.53,38.26,16.78
2008,12.76,517.65,480.97,8.08,3.11,117.36,4.08,4.79,7.14,0.76,158.01,19.14,15.61
2009,17.66,413.49,394.81,12.71,4.79,76.20,16.04,18.97,20.79,3.23,185.79,44.46,18.51
2010,15.72,458.96,440.62,11.28,4.84,75.41,13.89,16.66,23.34,3.19,105.68,11.93,19.83
2011,14.89,486.10,467.35,8.20,7.30,50.00,9.81,11.58,18.16,2.24,78.25,12.95,18.65
2012,16.35,399.86,359.75,9.06,7.58,48.15,11.64,13.80,15.64,2.63,140.23,21.49,19.19
2013,15.81,518.05,481.72,6.93,4.33,84.29,12.46,15.09,21.44,3.05,12.59,-7.21,20.35
2014,15.59,521.43,464.97,12.17,4.62,79.00,3.76,4.46,5.69,0.90,13.47,-9.22,19.04
2015,16.17,500.17,452.16,16.80,3.62,100.82,-1.28,-1.52,-2.37,-0.29,8.94,-2.58,18.36
2016,15.32,539.35,472.42,13.42,3.62,100.82,-9.31,-11.05,-16.92,-1.95,-14.19,-2.45,16.43
2017,15.97,487.74,414.75,12.19,3.23,113.00,-8.52,-10.10,-14.72,-1.60,-94.44,-17.58,14.88
