大量,	3167
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2009,48.30,196.87,123.55,1.43,1.06,344.33,4.54,8.58,8.19,1.12,59.29,32.58,13.47
2010,48.96,244.86,161.46,3.46,2.95,123.72,15.38,29.52,13.52,4.43,33.47,23.04,16.53
2011,58.42,137.37,82.99,2.69,2.01,181.59,14.00,30.23,16.94,5.28,26.20,5.79,18.40
2012,54.21,174.51,112.54,2.62,1.99,183.41,6.24,13.65,8.25,2.45,39.28,7.61,17.54
2013,54.06,195.66,136.19,2.14,1.64,222.56,6.17,13.37,7.41,2.58,12.92,0.45,19.59
2014,51.72,191.48,146.22,1.74,2.03,179.80,8.36,16.98,10.12,3.27,6.86,-2.56,20.25
2015,48.11,242.73,188.55,1.32,1.87,195.18,7.21,13.36,10.57,2.47,32.20,10.80,19.23
2016,57.94,182.15,134.37,1.45,1.80,202.77,5.92,11.75,9.10,2.21,2.72,-3.47,19.23
2017,63.63,175.89,123.11,2.03,2.24,162.94,8.51,20.84,9.85,4.34,-2.31,-7.03,21.99
2018,55.54,236.75,180.12,1.94,2.32,157.32,9.96,23.64,11.23,5.42,15.89,2.13,24.48
