鈺創,	5351
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,47.52,259.31,141.88,5.22,1.79,203.91,7.94,11.76,9.37,2.06,13.65,3.96,19.34
2001,46.96,158.49,81.84,4.21,1.32,276.51,1.07,-1.85,-2.28,-0.31,1.50,0.69,17.32
2002,51.09,178.12,81.54,4.37,1.53,238.56,-5.28,-14.02,-14.85,-2.08,0.00,0.00,13.90
2003,53.00,245.62,135.95,4.87,1.92,190.10,4.81,5.92,4.22,0.85,42.45,11.19,14.83
2004,36.93,269.93,124.83,7.03,2.33,156.65,7.32,10.93,6.49,1.62,41.76,9.37,15.90
2005,35.61,247.70,137.09,6.02,2.39,152.71,7.29,10.70,7.60,1.67,48.40,14.07,16.20
2006,43.87,291.34,190.93,6.52,3.71,98.38,7.36,11.77,6.42,1.95,53.58,10.93,18.01
2007,38.99,300.67,191.02,6.98,3.83,95.30,11.75,19.31,9.73,3.47,39.56,5.99,19.12
2008,36.11,331.34,220.40,5.71,2.58,141.47,-7.04,-12.13,-9.99,-1.76,44.92,5.78,12.94
2009,40.43,280.40,187.05,7.00,2.63,138.78,1.13,1.41,1.09,0.19,19.07,4.97,14.30
2010,27.68,402.12,198.12,6.63,2.49,146.58,2.46,3.27,2.47,0.47,0.00,0.00,14.40
2011,36.32,360.72,189.94,6.42,2.09,174.64,-10.25,-15.55,-15.41,-1.96,21.51,2.66,11.34
2012,40.35,426.61,237.79,6.95,2.61,139.84,-6.07,-10.58,-8.11,-1.14,0.00,0.00,10.01
2013,40.52,302.60,212.00,5.31,2.98,122.48,0.21,-0.37,-0.25,0.03,32.67,5.59,10.23
2014,42.05,227.24,153.51,4.82,3.32,109.93,1.74,2.25,1.40,0.30,1.32,0.34,10.79
2015,44.30,307.86,176.43,4.67,2.72,134.19,-1.30,-3.09,-1.97,-0.32,0.00,0.00,10.20
2016,49.23,259.88,160.79,4.00,2.30,158.69,-4.85,-10.08,-6.79,-0.94,1.84,0.37,9.19
2017,52.72,207.42,123.65,3.52,2.42,150.82,-6.88,-15.26,-9.52,-1.26,0.00,0.00,7.92
2018,59.27,209.92,95.32,3.15,1.73,210.98,-8.75,-21.53,-14.24,-1.49,0.00,0.00,6.28
