中華,	2204
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,30.52,238.54,121.34,24.20,6.02,60.63,9.44,12.55,6.51,3.03,NA,NA,24.95
2001,38.76,176.76,137.33,16.67,5.01,72.85,7.65,10.75,7.26,2.55,NA,NA,24.39
2002,31.75,191.26,167.11,11.80,10.74,33.98,12.00,17.71,10.63,4.66,48.75,10.92,28.55
2003,26.88,199.54,157.31,11.16,11.60,31.46,14.21,19.87,13.50,5.62,82.62,9.78,29.49
2004,33.53,188.36,118.90,17.97,6.93,52.66,9.48,13.44,9.59,4.03,11.66,0.00,30.24
2005,23.82,167.51,90.71,16.40,5.73,63.69,7.98,10.93,9.00,3.39,38.76,2.56,31.80
2006,22.77,203.55,123.03,9.14,5.28,69.12,5.73,7.38,8.92,2.35,20.88,0.00,32.33
2007,19.42,239.76,149.87,7.35,5.38,67.84,3.35,4.15,6.33,1.34,84.38,5.02,32.98
2008,17.81,186.90,101.10,9.23,4.83,75.56,-10.50,-13.05,-23.46,-3.95,24.80,1.22,27.55
2009,19.41,229.70,180.11,12.31,7.38,49.45,1.88,2.21,3.03,0.62,71.62,6.91,28.77
2010,15.60,293.99,233.11,12.46,10.04,36.35,5.90,7.08,9.05,2.09,95.89,6.63,30.11
2011,15.48,268.91,192.53,17.80,8.80,41.47,6.08,7.16,8.48,2.20,36.18,1.28,31.31
2012,13.82,296.73,181.29,18.32,5.86,62.28,4.25,4.98,6.37,1.56,26.55,-0.39,31.30
2013,17.68,284.50,199.40,11.34,4.47,81.65,4.74,5.76,8.04,1.86,48.53,2.02,33.76
2014,16.45,292.47,207.99,11.93,5.08,71.85,4.67,5.60,8.12,1.88,47.78,2.75,35.00
2015,15.99,303.85,217.58,12.85,5.45,66.97,5.67,6.74,9.86,2.32,38.48,1.66,35.78
2016,15.21,304.68,228.50,13.91,6.44,56.67,5.78,6.83,9.17,2.34,41.31,1.44,35.71
2017,14.28,315.55,232.23,13.03,6.59,55.38,7.24,8.47,12.13,3.01,22.28,-0.58,36.81
