寶聯通,	5450
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,59.08,140.93,114.60,7.99,21.63,16.87,17.57,33.88,4.30,4.45,NA,NA,15.33
2001,46.68,180.56,116.78,6.92,12.05,30.29,18.52,35.14,5.81,5.22,NA,NA,18.86
2002,19.83,410.28,321.11,8.85,11.12,32.82,16.89,24.09,6.07,4.30,153.91,32.80,20.34
2003,12.70,587.10,392.38,9.09,11.46,31.84,10.49,12.44,4.31,2.04,3.63,0.00,17.03
2004,14.08,543.96,372.99,8.50,8.15,44.78,0.75,0.75,0.34,0.11,139.26,12.92,13.85
2005,14.65,564.35,389.84,10.96,8.51,42.89,1.64,1.80,0.78,0.25,61.19,6.13,14.62
2006,8.08,1168.96,1094.52,9.04,8.41,43.40,-9.24,-10.56,-7.25,-1.50,348.48,21.08,13.60
2007,5.49,1873.81,1841.14,14.16,35.43,10.30,4.43,4.74,3.99,0.67,-154.17,-6.80,14.00
2008,6.23,1546.72,1473.96,10.77,20.59,17.72,-9.44,-10.04,-17.93,-1.31,72.80,1.56,12.80
2009,4.27,2429.51,2408.50,12.65,16.88,21.62,0.42,0.43,1.07,0.06,180.87,5.90,12.96
2010,4.13,1828.05,1819.06,7.53,55.85,6.53,-3.15,-3.29,-13.74,-0.42,320.25,8.94,12.50
2011,4.06,1143.20,1121.90,4.93,50.85,7.17,0.24,0.25,1.02,0.03,-218.20,-9.09,12.58
2012,2.87,1580.74,1567.01,4.07,31.94,11.42,-0.85,-0.88,-4.93,-0.11,194.75,5.46,12.44
2013,29.91,227.07,213.71,5.52,20.99,17.38,-3.37,-4.42,-4.11,-0.54,65.17,26.30,11.90
2014,45.89,140.10,108.13,4.58,8.56,42.64,-6.93,-11.51,-7.82,-1.30,-8.41,-6.07,10.66
2015,47.45,143.86,111.67,4.03,5.13,71.15,-4.22,-8.41,-5.67,-0.86,-10.73,-7.05,9.75
2016,44.99,162.51,121.78,4.72,5.05,72.27,0.87,1.03,0.67,0.10,14.70,7.14,9.77
2017,46.97,177.16,139.68,5.52,4.69,77.82,0.37,-0.03,-0.02,0.00,8.12,3.59,9.73
2018,47.09,166.60,124.40,5.56,4.75,76.84,-1.78,-4.12,-2.91,-0.39,-5.27,-2.39,9.29
