禾瑞亞,	3556
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,29.00,422.00,349.00,5.28,3.63,100.55,18.00,23.00,24.00,3.83,104.00,16.00,15.45
2007,21.00,477.00,431.00,6.90,4.50,81.11,18.00,24.00,22.00,3.58,176.00,34.00,17.60
2008,13.00,717.00,687.00,6.71,3.93,92.87,9.00,10.00,16.00,1.78,225.00,24.00,19.70
2009,11.00,853.00,812.00,7.36,3.08,118.50,11.00,12.00,25.00,2.41,90.00,4.00,20.19
2010,14.00,672.00,591.00,10.19,3.38,107.98,11.00,13.00,17.00,2.58,9.00,-9.00,20.15
2011,19.00,481.00,420.00,13.37,4.30,84.88,20.00,24.00,20.00,4.98,95.00,13.00,21.98
2012,21.00,552.00,494.00,6.03,2.01,181.59,9.00,11.00,17.00,2.33,79.00,-7.00,19.67
2013,24.64,462.91,430.58,9.42,3.81,95.80,29.82,39.24,29.26,8.62,143.41,30.04,24.34
2014,20.97,402.00,342.89,6.11,1.94,188.14,14.31,18.51,23.44,4.49,27.84,-27.01,21.50
2015,20.96,458.16,409.78,7.79,2.05,178.04,14.48,18.25,22.08,4.10,83.52,3.04,20.77
2016,20.61,462.58,355.55,8.88,2.33,156.65,13.04,16.46,16.03,3.46,80.50,3.78,19.83
2017,18.06,509.17,369.01,7.62,1.25,292.00,14.21,17.62,18.37,3.51,45.02,-8.57,18.97
2018,18.58,471.21,372.48,6.73,1.22,299.18,13.50,16.53,18.09,3.32,124.01,7.26,18.17
