大同,	2371
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,56.11,91.20,65.12,5.39,7.27,50.20,-7.52,-18.75,-12.11,-2.06,5.89,1.36,9.95
2002,59.44,88.82,59.28,4.54,7.47,48.86,-4.69,-12.66,-7.67,-1.29,-21.59,-10.10,9.22
2003,51.96,107.33,68.00,4.99,7.42,49.19,0.64,0.32,0.16,0.03,3.39,1.61,10.71
2004,44.69,107.16,71.07,6.27,8.63,42.29,5.43,9.73,4.92,1.12,4.19,1.60,12.20
2005,50.90,110.64,70.23,5.46,7.69,47.46,-6.20,-12.83,-8.14,-1.49,-5.65,-1.93,11.28
2006,54.25,100.72,70.83,2.93,4.21,86.69,-8.71,-19.67,-23.59,-1.97,-9.18,-2.69,9.36
2007,53.83,98.46,74.90,4.00,7.08,51.55,4.83,8.64,8.30,0.79,-9.36,-3.25,10.37
2008,56.59,96.26,66.73,3.92,5.85,62.39,-6.63,-16.83,-18.39,-1.53,11.28,3.37,8.78
2009,58.15,90.88,68.45,4.70,5.00,73.00,-11.41,-28.33,-32.77,-2.10,6.62,2.75,6.26
2010,58.25,111.73,74.66,5.89,6.12,59.64,-3.86,-10.93,-9.02,-0.63,-4.36,-1.31,5.89
2011,58.24,115.40,77.26,5.21,5.23,69.78,2.67,4.34,3.59,0.60,-0.99,-0.28,14.84
2012,57.33,113.14,82.99,4.27,4.83,75.56,-3.72,-11.10,-10.91,-1.52,23.60,7.12,13.83
2013,69.43,74.91,49.90,6.61,4.44,82.20,-1.31,-8.50,-4.71,-0.70,5.53,2.03,14.68
2014,71.07,91.69,63.51,6.04,4.41,82.76,0.00,-4.81,-2.65,0.16,6.19,1.93,15.15
2015,75.78,83.60,62.16,5.92,4.34,84.10,-3.48,-19.49,-11.39,-1.35,0.93,0.34,13.49
2016,63.98,126.27,107.93,6.63,3.72,98.11,0.01,-5.25,-4.56,-1.03,4.07,1.30,13.28
2017,62.91,100.42,78.03,7.73,3.87,94.31,2.20,2.48,2.71,0.03,10.30,2.32,12.99
