欣天然,	9918
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,27.13,484.38,478.31,8.23,60.20,6.06,6.57,9.15,13.59,1.17,70.61,3.53,13.16
2001,26.28,600.53,593.49,6.61,69.23,5.27,6.08,8.29,13.54,1.09,127.75,3.39,13.20
2004,29.90,427.12,420.93,7.39,66.35,5.50,7.05,10.02,13.73,1.33,66.10,1.54,13.40
2005,32.50,174.12,172.39,7.70,71.59,5.09,6.57,9.56,11.83,1.29,55.82,10.11,13.52
2006,24.49,237.71,234.53,7.53,76.94,4.74,8.93,12.51,15.42,1.67,28.74,2.70,13.91
2007,25.26,234.36,231.37,8.44,75.69,4.82,8.42,11.21,12.76,1.57,54.31,4.11,14.09
2008,25.53,226.95,221.22,8.73,61.05,5.97,7.25,9.71,9.41,1.35,41.84,1.90,13.69
2009,23.05,253.61,247.25,7.66,47.49,7.68,8.45,11.16,12.13,1.58,54.53,4.12,14.69
2010,22.73,259.35,255.85,8.92,79.75,4.57,8.81,11.43,12.01,1.64,32.37,2.19,14.93
2011,24.04,253.17,249.79,8.53,140.18,2.60,7.18,9.38,9.74,1.44,70.20,4.99,15.71
2012,22.78,271.33,267.57,8.41,154.35,2.36,8.28,10.81,11.12,1.73,19.02,-1.45,16.34
2013,28.38,291.56,287.21,8.42,115.25,3.16,5.53,7.56,8.00,1.21,34.59,1.21,16.01
2014,29.26,281.08,277.15,8.96,129.12,2.82,4.59,6.44,6.60,1.03,42.37,1.56,15.88
2015,31.54,311.33,307.40,8.28,66.47,5.49,6.01,8.67,11.59,1.38,45.90,3.00,15.93
2016,34.35,295.22,291.38,8.83,49.49,7.37,5.22,7.80,12.59,1.25,38.13,1.90,16.00
2017,36.85,178.91,174.57,9.32,49.97,7.30,5.62,8.73,13.04,1.41,94.59,10.54,16.26
2018,38.60,222.34,216.92,8.90,42.82,8.52,4.87,7.81,10.48,1.27,65.24,5.99,16.35
