玉山金,	2884
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,4.70,60.65,NA,NA,NA,NA,12.34,13.99,99.99,1.94,NA,NA,14.45
2005,11.34,11.89,NA,NA,NA,NA,9.44,10.64,100.85,1.54,NA,NA,14.45
2006,24.00,91.00,NA,NA,NA,NA,1.00,1.00,84.84,0.13,NA,NA,n/a
2007,23.58,105.88,NA,NA,NA,NA,5.52,7.05,102.17,1.00,NA,NA,n/a
2008,18.47,145.87,NA,NA,NA,NA,1.68,2.12,79.58,0.30,NA,NA,n/a
2009,17.41,105.34,NA,NA,NA,NA,3.14,3.83,95.36,0.51,NA,NA,n/a
2010,19.27,131.98,NA,NA,NA,NA,5.97,7.32,102.73,1.04,NA,NA,n/a
2011,16.81,137.60,NA,NA,NA,NA,4.73,5.77,96.19,0.82,NA,NA,n/a
2012,14.90,498.68,NA,NA,NA,NA,8.44,10.03,99.31,1.46,NA,NA,n/a
2013,93.96,643.54,NA,NA,NA,NA,0.64,10.70,31.46,1.53,NA,NA,14.96
2014,93.13,NA,NA,NA,NA,NA,0.72,11.11,32.38,1.56,NA,NA,15.15
2015,93.15,NA,NA,NA,NA,NA,0.77,11.23,33.46,1.63,NA,NA,15.21
2016,93.14,NA,NA,NA,NA,NA,0.71,10.35,31.62,1.50,NA,NA,14.66
2017,92.82,NA,NA,NA,NA,NA,0.74,10.54,31.78,1.49,NA,NA,14.61
2018,93.00,NA,NA,NA,NA,NA,0.78,11.04,34.56,1.58,NA,NA,14.78
