潤弘,	2597
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,54.11,147.48,145.39,5.12,1.10,331.81,5.17,11.55,3.13,1.52,19.01,13.16,13.72
2008,63.39,129.73,109.84,8.98,1.35,270.37,8.94,22.03,2.93,3.14,40.81,46.88,14.80
2009,44.79,128.18,115.69,4.44,0.37,986.48,9.62,20.74,8.09,4.09,37.35,19.63,24.65
2010,30.75,168.95,122.12,6.46,0.44,829.54,5.19,8.32,5.61,2.16,NA,NA,29.08
2011,39.54,142.58,111.50,5.94,0.84,434.52,3.94,6.04,4.51,1.56,12.90,NA,22.42
2012,46.98,128.30,100.88,4.06,0.83,439.75,4.74,8.45,4.89,2.14,18.58,8.57,28.16
2013,63.08,95.66,81.75,5.15,0.94,388.29,9.96,26.35,7.89,8.26,25.52,22.05,34.69
2014,54.58,125.51,102.61,4.24,0.52,701.92,10.42,24.75,9.28,8.38,19.11,0.11,34.32
2015,50.28,131.28,113.41,2.93,0.30,1216.66,6.82,14.01,8.20,5.14,18.01,-3.19,31.82
2016,47.50,119.37,89.05,3.51,0.31,1177.41,6.71,12.90,8.16,4.50,44.62,11.45,29.68
2017,45.10,116.14,77.24,4.73,0.39,935.89,4.50,8.11,5.69,2.55,8.29,-3.98,27.37
2018,45.02,138.56,91.25,6.35,0.53,688.67,7.73,13.80,8.46,4.90,35.13,8.21,29.83
