五鼎,	1733
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,13.35,635.00,537.80,4.25,4.15,87.95,16.60,18.70,25.90,2.72,156.20,24.50,15.90
2001,14.20,525.60,323.70,2.64,3.00,121.66,21.50,25.00,34.80,3.41,29.20,4.50,15.35
2002,11.10,701.30,489.10,2.38,2.26,161.50,13.30,15.20,22.60,1.89,95.30,10.70,13.40
2003,14.50,562.70,409.00,3.70,2.37,154.00,18.20,20.90,26.90,2.64,249.20,39.16,13.65
2004,13.30,496.60,338.60,5.60,2.20,165.90,16.70,19.40,26.70,2.33,176.70,26.40,12.63
2005,20.97,299.80,199.30,5.50,2.90,125.86,16.20,19.60,20.50,2.51,95.10,33.80,12.99
2006,16.37,420.77,301.77,6.19,2.63,138.78,24.92,30.57,30.41,4.25,180.38,40.87,15.09
2007,14.07,520.33,388.51,7.61,2.37,154.00,27.90,32.87,35.72,4.86,174.28,36.26,16.22
2008,15.63,444.30,296.89,7.06,2.46,148.37,18.54,21.77,23.89,3.42,133.65,44.61,15.22
2009,17.33,433.58,311.37,6.32,2.66,137.21,19.92,23.87,22.69,3.42,138.07,31.36,15.40
2010,16.66,436.77,306.87,5.81,2.89,126.29,24.31,29.28,25.94,4.86,151.51,41.10,17.06
2011,18.37,410.24,263.13,4.11,2.61,139.84,25.69,31.16,28.07,4.86,73.21,34.24,18.32
2012,26.76,544.34,337.00,3.48,2.27,160.79,21.47,27.79,25.80,5.40,152.17,36.83,20.42
2013,29.50,377.68,241.98,3.72,2.34,155.98,13.74,18.97,20.27,3.77,126.45,34.67,19.48
2014,29.43,190.35,121.26,4.06,2.52,144.84,10.26,14.20,15.04,2.77,35.57,25.38,18.96
2015,28.38,401.48,289.60,3.88,2.82,129.43,10.12,13.78,14.16,2.66,68.16,20.87,19.43
2016,30.73,386.61,263.04,4.39,2.80,130.35,0.37,0.16,0.17,0.03,113.89,26.52,17.37
2017,38.33,156.98,101.12,5.57,2.61,139.84,3.46,4.85,4.59,0.86,6.96,-3.30,16.69
