永裕,	1323
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,26.94,211.16,172.10,4.47,9.52,38.34,3.87,4.39,3.88,0.53,70.47,6.47,11.93
2001,32.06,241.79,198.36,3.53,8.59,42.49,3.52,4.23,4.24,0.52,55.55,5.04,12.42
2002,28.60,245.21,181.37,4.16,9.11,40.06,6.35,8.51,7.89,1.08,110.25,8.87,13.01
2003,35.29,277.33,218.50,4.42,9.12,40.02,5.78,8.00,7.18,1.03,72.16,4.81,13.02
2004,39.98,154.09,113.92,4.11,8.23,44.34,5.07,7.41,6.13,1.95,31.79,3.40,12.88
2005,44.53,136.19,98.71,3.85,7.25,50.34,1.57,1.75,1.41,0.22,36.34,4.92,12.61
2006,44.04,175.90,128.80,3.93,7.13,51.19,3.49,5.04,3.86,0.64,37.69,4.10,12.98
2007,46.85,149.75,97.37,3.99,6.28,58.12,4.59,7.27,5.64,0.97,37.12,4.38,13.66
2008,44.89,137.57,99.10,4.82,6.62,55.13,4.00,5.96,4.75,0.80,70.63,10.09,13.92
2009,45.06,132.15,89.66,5.16,6.36,57.38,6.25,10.58,8.82,1.50,44.14,5.90,14.38
2010,46.44,219.96,154.54,5.05,6.71,54.39,9.47,16.78,11.97,2.38,56.99,3.77,14.72
2011,49.44,216.54,147.15,4.49,6.37,57.29,7.32,13.26,9.88,2.00,47.87,1.52,15.52
2012,48.35,191.97,141.82,4.61,6.74,54.15,7.81,14.25,11.03,2.26,74.30,5.56,16.21
2013,52.39,186.77,132.24,5.69,5.03,72.56,9.32,19.11,9.21,2.77,61.91,12.04,17.35
2014,49.50,303.27,226.45,5.38,5.13,71.15,9.88,19.10,10.02,3.01,71.39,7.49,19.02
2015,47.68,330.07,253.24,5.01,5.13,71.15,8.25,15.25,9.47,2.55,121.79,9.23,19.17
2016,47.32,411.55,310.79,5.22,5.13,71.15,9.46,17.34,10.95,3.11,59.47,2.53,19.49
2017,46.28,391.95,280.12,4.49,4.94,73.88,8.36,15.30,9.68,2.76,63.15,2.55,20.10
