建暐,	8092
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,57.00,121.00,71.00,2.71,3.05,119.67,8.00,14.00,7.00,1.59,11.00,6.00,n/a
2002,54.00,142.00,93.00,2.71,2.84,128.52,10.00,19.00,10.00,2.28,9.00,5.00,13.51
2003,48.00,152.00,96.00,2.69,2.80,130.35,14.00,27.00,14.00,3.29,14.00,8.00,14.98
2004,49.00,252.00,170.00,2.34,2.45,148.97,11.00,21.00,13.00,2.93,25.00,2.00,15.05
2005,41.00,372.00,234.00,1.95,2.01,181.59,4.00,7.00,6.00,0.94,95.00,10.00,13.76
2006,35.00,185.00,104.00,2.12,1.71,213.45,4.00,7.00,7.00,0.94,16.00,3.00,14.44
2007,38.00,175.00,94.00,2.09,1.59,229.55,-2.00,-4.00,-7.00,-0.55,6.00,3.00,13.46
2008,36.00,188.00,94.00,2.15,1.45,251.72,-4.34,-7.50,-9.00,-0.97,14.74,5.03,12.52
2009,39.00,183.00,96.00,2.19,1.26,289.68,-4.72,-8.00,-11.00,-0.96,3.83,1.32,11.55
2010,43.00,172.00,90.00,3.42,1.84,198.36,1.61,2.19,2.00,0.26,14.03,4.96,11.80
2011,43.00,291.00,125.00,2.99,1.28,285.15,1.00,1.00,1.00,0.09,-19.00,-4.00,11.86
2012,47.00,158.00,71.00,3.31,1.19,306.72,1.00,1.00,2.00,0.18,-0.49,-0.23,12.04
2013,42.00,202.00,72.00,2.94,1.10,331.81,1.39,0.03,0.04,0.00,-3.75,-1.59,13.76
2014,41.00,207.00,87.00,3.33,1.17,311.96,1.45,1.00,1.03,0.11,-8.23,-3.59,11.58
2015,46.00,194.00,70.00,3.23,1.06,344.33,-3.41,-6.58,-7.22,-0.74,-14.28,-8.75,10.81
2016,54.00,156.00,47.00,3.84,1.05,347.61,-2.31,-5.48,-5.49,-0.57,-8.92,-3.06,10.18
2017,56.00,131.00,34.00,3.40,0.97,376.28,-2.25,-6.19,-6.63,-0.61,-5.43,-2.23,9.50
