新興,	2605
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,17.23,94.87,84.96,67.43,NA,NA,7.56,9.12,73.54,1.50,164.34,4.46,16.89
2002,16.09,96.00,89.96,48.34,NA,NA,7.94,9.20,101.06,1.60,64.66,0.24,17.79
2003,12.10,94.11,81.98,69.88,NA,NA,16.02,18.39,160.86,3.34,126.32,1.70,18.80
2004,9.29,203.30,195.22,60.37,NA,NA,28.27,31.48,218.97,5.82,225.18,2.88,20.28
2005,9.26,25.04,20.49,44.28,NA,NA,30.54,33.53,282.14,7.27,143.76,-8.07,23.09
2006,9.45,113.37,108.51,24.62,NA,NA,25.10,27.57,346.33,5.68,112.34,-5.97,21.95
2007,17.47,94.17,93.06,43.61,NA,NA,26.18,30.09,256.03,6.84,210.67,-5.18,23.51
2008,15.54,5.31,2.92,78.54,NA,NA,20.18,24.02,208.58,5.09,54.99,-4.12,22.35
2009,17.45,11.58,11.31,12.15,NA,NA,19.31,23.11,1323.87,5.42,-7.99,-11.59,24.56
2010,18.01,4.30,3.62,14.86,NA,NA,12.88,15.61,939.64,3.70,99.79,8.47,22.85
2011,15.88,6.05,5.15,20.30,NA,NA,10.98,13.10,643.37,3.10,60.83,-0.75,24.41
2012,14.74,14.50,14.38,14.37,NA,NA,9.95,11.65,1629.13,2.86,38.54,-0.43,24.69
2013,39.36,190.39,186.05,9.59,NA,NA,4.33,7.62,23.08,1.93,86.47,7.98,26.09
2014,36.78,221.71,216.54,8.40,NA,NA,4.91,7.33,28.87,1.51,71.24,6.74,28.27
2015,31.08,220.98,217.32,11.20,NA,NA,5.13,7.18,26.94,1.66,108.42,10.25,30.14
2016,27.43,226.34,222.71,10.56,NA,NA,3.79,4.77,25.38,1.06,93.38,8.20,29.59
2017,28.49,189.77,184.84,12.78,NA,NA,3.24,6.39,19.73,0.90,74.68,6.92,27.24
