迅杰,	6243
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,6.00,1367.00,1159.00,12.07,3.05,119.67,10.00,11.00,16.00,1.07,2.00,NA,11.20
2002,26.00,344.00,265.00,4.64,3.46,105.49,13.00,16.00,12.00,1.84,NA,NA,13.17
2003,22.00,428.00,346.00,4.16,4.12,88.59,17.00,22.00,13.00,2.81,57.00,14.00,14.23
2004,48.00,426.00,347.00,3.17,4.11,88.80,1.00,1.00,1.00,0.11,NA,NA,10.41
2005,27.00,355.00,274.00,3.53,4.29,85.08,17.00,26.00,13.00,3.25,13.00,3.00,14.47
2006,34.10,338.00,294.00,2.99,5.49,66.48,20.00,30.00,15.00,4.69,18.00,0.39,17.57
2007,14.68,655.17,575.29,3.33,5.75,63.47,23.77,30.62,19.21,6.25,194.87,23.18,22.72
2008,10.12,970.14,819.26,3.98,4.79,76.20,6.52,7.26,7.10,1.42,185.95,15.41,18.06
2009,18.22,527.55,466.98,4.37,4.69,77.82,9.55,11.18,9.96,2.01,42.19,0.37,18.82
2010,16.41,566.23,498.61,3.48,4.33,84.29,8.10,9.79,9.61,1.84,78.08,6.23,18.70
2011,11.58,818.20,725.89,3.19,3.54,103.10,-1.34,-1.64,-2.31,-0.29,110.06,3.09,16.52
2012,10.87,929.97,833.03,3.51,4.53,80.57,-9.54,-10.74,-14.68,-1.69,-53.69,-5.66,14.96
2013,10.73,940.23,870.38,2.92,4.47,81.65,-6.30,-7.10,-9.98,-0.99,20.21,2.16,13.87
2014,11.82,862.81,749.65,2.87,4.37,83.52,-7.90,-8.93,-12.53,-1.19,-61.14,-7.21,12.87
2015,7.67,1336.34,1211.17,2.27,3.08,118.50,-12.72,-14.13,-26.92,-1.70,-77.96,-5.52,11.18
2016,16.60,591.76,524.23,2.81,4.09,89.24,-11.21,-12.75,-19.50,-1.34,-25.98,-4.72,9.88
2017,28.89,336.24,284.49,2.78,3.20,114.06,-12.40,-16.11,-22.14,-1.47,-68.24,-24.98,8.34
