安瑞-KY,	3664
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,31.90,221.60,197.04,2.42,2.26,161.50,8.31,11.32,8.87,1.10,3.37,2.06,n/a
2009,29.57,250.97,223.57,1.53,1.54,237.01,12.46,12.21,19.45,2.28,20.90,10.75,n/a
2010,17.90,470.07,442.46,2.23,2.33,156.65,8.06,10.23,11.17,1.39,59.09,13.90,n/a
2011,19.37,434.29,388.61,2.35,2.54,143.70,6.77,8.21,10.00,1.54,-5.95,-1.48,n/a
2012,23.21,349.20,318.56,2.04,2.30,158.69,-9.06,-11.54,-15.81,-2.11,28.05,9.51,n/a
2013,29.56,344.02,316.32,2.85,3.07,118.89,2.92,3.88,3.75,0.59,33.46,11.35,16.10
2014,28.50,388.01,352.01,2.94,2.79,130.82,0.72,0.01,0.01,0.16,0.34,0.10,17.29
2015,23.16,517.32,490.92,2.44,2.40,152.08,2.68,3.61,5.91,0.61,0.00,0.00,17.57
2016,26.04,432.52,408.55,2.81,1.77,206.21,-4.27,-5.65,-12.77,-0.94,0.00,0.00,15.67
2017,24.99,481.74,445.55,4.48,2.90,125.86,-6.59,-8.86,-14.00,-1.30,0.00,0.00,15.53
2018,27.42,423.88,402.71,1.98,3.24,112.65,-3.71,-5.03,-7.57,-0.78,0.00,0.00,15.36
