統新,	6426
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2013,37.21,151.26,129.08,4.55,5.22,69.92,9.16,14.51,12.84,2.07,57.59,10.22,14.38
2014,20.86,370.46,313.35,5.31,6.06,60.23,10.99,15.13,15.74,3.00,120.44,10.95,18.05
2015,20.22,378.61,332.80,4.74,5.69,64.14,6.11,7.54,8.55,1.80,123.05,9.85,18.20
2016,18.87,382.79,329.34,4.01,4.60,79.34,11.54,14.19,16.47,2.78,123.03,10.71,19.48
2017,25.68,578.89,500.71,4.91,3.70,98.64,8.72,11.03,14.07,2.44,142.16,9.18,23.45
2018,24.15,668.08,582.70,4.38,3.86,94.55,1.39,1.46,2.40,0.35,95.79,2.24,21.82
