統一,	1216
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,42.02,110.99,66.31,9.50,8.92,40.91,6.21,8.36,10.53,1.07,32.05,0.00,12.99
2001,41.41,154.70,105.61,9.51,10.22,35.71,5.49,7.23,9.04,0.90,32.41,0.13,12.63
2002,39.94,120.37,73.63,8.94,10.72,34.04,3.14,3.61,4.32,0.45,37.90,0.46,11.97
2003,42.74,211.16,127.22,8.79,10.84,33.67,4.63,7.05,7.74,0.86,66.87,1.99,12.39
2004,44.53,113.03,68.74,9.37,11.29,32.32,3.92,6.26,6.39,0.77,56.18,2.60,12.24
2005,42.68,143.05,92.63,8.85,11.41,31.98,3.21,4.91,5.18,0.63,86.51,4.72,13.00
2006,42.30,126.99,73.13,8.73,10.89,33.51,5.14,8.00,8.42,1.08,62.06,2.93,13.90
2007,33.68,108.04,59.33,8.93,9.55,38.21,13.03,20.06,23.94,3.10,53.11,3.06,17.78
2008,38.55,108.03,63.36,9.74,10.55,34.59,4.38,5.99,7.28,0.98,75.11,-0.86,15.27
2009,34.98,93.44,65.62,8.91,11.05,33.03,8.52,12.95,17.55,2.01,47.87,3.47,16.53
2010,32.72,109.08,67.99,8.96,12.23,29.84,11.03,16.27,22.32,2.55,71.91,3.39,16.32
2011,33.87,107.93,69.59,8.89,12.06,30.26,9.02,13.18,18.23,2.08,76.88,0.86,16.14
2012,31.27,106.35,72.81,7.85,11.10,32.88,10.98,15.91,26.48,2.55,85.89,3.06,16.99
2013,62.71,99.65,62.55,21.04,8.18,44.62,5.94,15.75,4.90,2.48,23.28,12.11,16.73
2014,62.58,95.77,62.36,21.28,8.13,44.89,5.09,12.32,4.17,2.04,23.05,6.64,16.84
2015,60.97,92.06,61.53,21.90,7.98,45.73,5.89,14.10,5.19,2.48,33.82,11.23,16.95
2016,59.67,99.16,74.42,23.00,8.24,44.29,6.54,15.35,5.73,2.56,39.38,11.69,16.61
2017,53.87,124.75,99.25,23.14,8.29,44.02,15.44,34.86,15.00,7.01,33.14,8.23,21.13
2018,58.17,117.06,90.07,24.36,8.27,44.13,6.83,14.90,6.25,3.07,29.40,2.87,18.72
