精華,	1565
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,26.16,385.68,242.69,3.90,1.01,361.38,10.32,13.11,16.36,2.31,70.12,9.92,18.76
2003,25.41,413.98,300.25,4.45,1.32,276.51,15.39,20.26,20.09,3.51,145.80,21.32,18.89
2004,28.20,288.37,216.38,4.48,1.70,214.70,18.55,24.97,22.85,4.56,93.81,19.28,19.77
2005,27.75,263.01,198.16,4.51,1.99,183.41,20.17,27.67,24.42,5.81,90.27,22.24,23.59
2006,40.55,258.13,205.36,5.59,2.69,135.68,22.09,33.72,23.95,8.18,111.70,27.25,26.44
2007,31.20,302.41,229.75,5.87,2.87,127.17,23.71,36.08,30.65,10.58,155.44,28.40,35.20
2008,30.59,301.80,238.84,7.08,2.69,135.68,21.43,30.58,26.72,11.16,145.23,29.65,37.82
2009,30.20,293.61,244.14,7.30,2.93,124.57,21.74,31.00,26.75,12.38,122.82,14.07,42.14
2010,31.86,259.53,201.70,7.30,3.56,102.52,26.30,37.99,28.71,17.30,109.38,8.88,48.94
2011,28.22,283.52,205.85,6.72,3.71,98.38,28.41,40.37,31.40,21.16,137.95,9.37,55.88
2012,38.44,251.63,201.79,6.89,4.21,86.69,26.34,39.75,29.33,23.88,138.05,14.15,64.26
2013,37.22,218.15,162.43,6.87,4.41,82.76,28.27,45.29,30.60,31.70,123.05,17.11,77.06
2014,32.37,255.25,181.73,6.51,3.46,105.49,25.14,38.26,29.06,31.20,119.47,8.57,86.01
2015,30.00,289.85,239.49,6.45,4.44,82.20,22.59,32.60,24.84,28.88,145.56,12.02,91.12
2016,29.50,299.48,257.21,6.95,5.53,66.00,25.67,36.38,27.52,35.26,145.23,16.59,102.69
2017,37.32,213.37,177.54,7.32,5.52,66.12,20.03,30.07,24.76,31.52,81.19,4.90,106.94
2018,33.62,216.37,159.51,7.38,4.60,79.34,19.37,29.78,24.97,33.07,81.44,4.78,115.16
