訊達,	6140
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,51.10,189.58,149.46,3.65,8.98,40.64,9.77,19.84,4.13,2.50,12.04,10.67,13.34
2001,41.05,238.12,197.86,3.61,10.04,36.35,5.33,9.37,2.38,1.08,33.71,19.83,11.90
2002,56.09,168.24,143.17,4.15,14.08,25.92,-1.03,-2.56,-0.57,-0.27,NA,NA,10.40
2003,57.87,156.99,126.93,3.70,12.24,29.82,2.04,4.10,0.83,0.44,NA,NA,10.83
2004,64.57,141.74,123.09,3.69,10.35,35.26,0.85,1.10,0.20,0.29,2.50,2.50,10.50
2005,61.16,140.76,129.35,3.68,14.23,25.65,3.05,6.88,1.20,0.74,27.05,35.32,11.15
2006,49.61,166.29,145.53,3.89,17.37,21.01,5.86,12.39,2.38,1.46,0.00,0.00,12.43
2007,41.44,224.72,194.76,4.17,14.03,26.01,5.44,9.72,2.21,1.23,41.11,18.82,12.94
2008,49.84,179.35,158.31,4.04,13.38,27.27,1.80,3.08,0.76,0.39,8.82,1.26,12.56
2009,51.70,166.52,144.17,2.81,10.65,34.27,-1.11,-2.43,-0.79,-0.28,0.00,-0.97,11.44
2010,54.93,153.40,132.35,3.77,13.84,26.37,2.92,5.57,1.36,0.64,10.33,10.54,11.69
2011,47.62,161.24,142.57,3.44,12.52,29.15,5.07,9.59,3.00,1.15,0.00,0.00,12.69
2012,39.64,182.65,151.08,3.14,9.84,37.09,0.37,0.22,0.10,0.03,8.91,3.36,11.92
2013,46.34,239.34,211.37,3.03,9.78,37.32,-0.44,-1.21,-0.41,-0.14,12.76,7.92,12.06
2014,37.72,316.45,256.93,3.35,9.79,37.28,-0.28,-1.03,-0.36,-0.12,7.73,3.23,12.12
2015,42.43,259.25,207.07,3.62,8.40,43.45,-2.19,-3.84,-1.25,-0.46,-26.44,-14.62,11.63
2016,53.44,188.75,128.03,3.51,6.10,59.83,-3.07,-6.48,-1.89,-0.72,-16.51,-16.04,10.48
