寶隆,	1906
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,44.21,110.87,89.43,5.85,11.64,31.35,-3.54,-8.27,-6.21,-0.54,-11.59,-3.26,5.62
2001,44.28,106.56,92.32,6.96,21.88,16.68,0.10,-1.22,-0.71,-0.07,20.74,6.54,5.33
2002,30.76,120.23,73.58,7.50,16.41,22.24,-4.57,-8.05,-7.03,-0.56,0.00,0.00,6.84
2003,37.19,120.49,109.30,9.18,19.99,18.25,-1.52,-2.50,-2.13,-0.18,15.85,3.19,7.45
2004,34.89,99.16,86.69,8.87,38.91,9.38,-0.50,-0.92,-0.61,-0.07,25.27,5.63,8.51
2005,27.19,77.71,70.19,11.98,44.11,8.27,-0.44,-0.76,-0.70,-0.06,25.92,4.91,8.23
2006,20.39,79.63,77.46,13.10,89.19,4.09,3.07,3.93,4.56,0.42,37.32,5.66,12.90
2007,30.54,51.82,51.24,10.82,284.75,1.28,2.55,3.24,3.88,0.39,6.88,1.68,11.17
2008,36.30,66.83,66.09,14.83,719.60,0.50,2.93,4.05,3.93,0.42,10.85,3.88,9.76
2009,24.35,8.27,7.70,15.98,892.10,0.40,2.01,2.69,6.13,0.30,0.00,0.00,12.42
2010,17.80,85.28,84.26,24.65,*****,*****,0.83,0.90,6.55,0.12,*****,*****,13.80
2011,29.12,52.25,50.41,33.08,136.47,2.67,2.36,2.86,12.54,0.36,28.81,4.47,11.33
2012,41.25,151.12,148.91,22.81,56.66,6.44,-2.17,-3.76,-12.88,-0.41,15.32,3.17,10.50
2013,33.09,81.88,80.63,26.68,50.46,7.23,0.30,0.01,0.03,0.00,0.00,0.00,17.23
2014,36.54,37.95,37.70,23.76,74.51,4.89,4.48,6.33,40.49,1.18,2.62,0.77,17.86
2015,38.15,15.36,15.10,18.55,144.23,2.53,2.22,2.96,24.69,0.53,0.00,0.00,15.73
2016,24.64,114.64,111.93,28.12,104.77,3.48,20.52,30.16,72.70,6.56,52.45,4.56,27.78
2017,12.71,24.26,19.30,17.51,47.07,7.75,5.02,6.00,23.05,2.77,0.00,-1.62,64.81
2018,36.08,47.70,45.29,20.04,49.81,7.32,6.18,7.47,25.35,3.32,0.00,-2.04,24.24
