力成,	6239
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,43.28,114.07,103.15,5.56,10.55,34.59,5.50,6.98,5.56,0.78,123.12,26.27,11.54
2002,34.86,120.19,103.25,5.73,23.31,15.65,5.66,6.96,6.62,0.81,229.00,26.28,11.41
2003,45.68,94.65,82.41,6.88,19.86,18.37,18.56,31.06,23.71,4.05,105.25,19.92,14.86
2004,45.12,73.51,59.54,6.55,16.73,21.81,25.63,46.08,34.26,8.35,126.56,22.01,22.37
2005,50.05,80.67,68.44,5.69,16.63,21.94,21.05,39.74,31.42,8.78,125.97,22.92,25.27
2006,49.81,162.26,136.26,5.30,16.73,21.81,21.02,40.81,28.42,10.24,220.20,21.89,28.70
2007,52.83,123.82,108.74,4.99,17.80,20.50,19.85,39.41,25.23,11.08,149.20,22.02,31.95
2008,50.73,170.83,162.20,4.00,25.76,14.16,16.92,33.31,20.98,10.38,140.92,19.31,34.10
2009,48.00,133.56,125.14,3.36,23.26,15.69,11.24,21.16,16.62,7.44,100.80,25.30,37.83
2010,41.07,159.80,151.16,3.69,21.27,17.16,14.59,25.75,20.67,10.89,87.97,20.13,46.91
2011,42.56,217.96,207.45,4.39,20.77,17.57,8.00,13.58,12.89,5.93,83.54,14.48,44.74
2012,37.19,205.78,192.93,4.28,16.50,22.12,6.26,10.02,14.26,4.58,149.57,18.39,46.76
2013,48.49,227.75,209.34,4.86,13.35,27.34,-4.24,-7.99,-8.52,-5.24,91.52,11.47,38.70
2014,43.07,268.93,243.67,5.23,13.25,27.54,6.49,11.56,8.09,4.24,93.98,8.39,41.07
2015,41.49,288.18,262.76,5.05,12.90,28.29,7.38,12.37,9.44,5.20,112.83,9.66,43.42
2016,44.74,189.34,168.37,4.72,12.42,29.38,8.06,13.93,10.00,6.20,77.23,9.02,45.97
2017,50.15,170.17,150.26,5.04,12.61,28.94,8.34,15.51,9.81,7.51,81.13,10.08,48.96
