華冠,	8101
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,53.00,121.00,81.00,6.13,5.86,62.28,-2.00,-5.00,-2.00,-0.46,4.00,3.00,9.35
2003,41.00,144.00,100.00,12.52,11.71,31.16,17.00,32.00,7.00,4.00,78.00,46.00,15.20
2004,34.00,167.00,127.00,19.49,13.28,27.48,9.00,15.00,4.00,2.14,41.00,17.00,15.36
2005,52.00,134.00,119.00,11.58,25.44,14.34,1.00,0.00,0.00,0.03,14.00,5.00,12.99
2006,39.00,208.00,191.00,8.61,35.56,10.26,5.00,7.00,1.00,1.01,17.00,5.00,14.24
2007,52.00,101.00,86.00,9.47,33.16,11.00,-7.00,-14.00,-3.00,-1.71,48.00,34.00,11.57
2008,56.00,103.00,93.00,10.57,35.28,10.34,-7.00,-15.00,-3.00,-1.65,3.00,3.00,9.73
2009,37.00,126.00,120.00,9.02,47.41,7.69,0.00,1.00,0.00,0.06,3.00,2.00,9.88
2010,57.00,126.00,121.00,6.55,227.09,1.60,1.00,3.00,1.00,0.28,1.00,1.00,9.79
2011,51.09,125.98,119.38,5.93,168.69,2.16,4.86,10.31,1.69,1.07,-18.57,-17.56,11.06
2012,68.79,115.88,114.66,3.37,147.77,2.47,-4.39,-11.71,-2.39,-1.16,3.28,6.26,8.94
2013,73.97,114.19,94.06,4.93,14.58,25.03,1.26,3.49,0.44,0.41,20.01,-31.29,9.84
2014,71.41,118.50,95.67,5.27,10.50,34.76,1.79,4.31,0.68,0.45,-9.92,-6.22,10.55
2015,70.00,115.00,87.00,5.20,8.12,44.95,-2.07,-8.52,-1.76,-0.87,1.00,0.00,9.65
2016,81.00,100.00,71.00,7.93,8.05,45.34,-11.02,-47.43,-7.35,-3.73,-7.00,-6.00,5.99
2017,81.00,90.00,57.00,8.02,6.16,59.25,-4.94,-31.68,-4.17,-1.63,6.00,4.00,4.34
