正新,	2105
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,25.89,153.45,99.23,6.64,4.36,83.71,9.00,11.57,17.85,1.72,60.74,5.00,15.59
2001,23.87,137.32,93.45,6.27,4.67,78.15,9.99,12.92,22.06,2.02,71.21,6.60,16.67
2002,28.05,102.72,64.96,7.10,5.10,71.56,14.07,18.77,31.02,3.19,28.40,2.24,18.23
2003,34.57,143.37,103.42,7.48,5.33,68.48,11.80,16.84,25.58,3.01,37.96,3.05,18.83
2004,37.56,130.76,84.75,7.61,5.35,68.22,8.33,12.47,16.81,2.18,41.20,3.20,17.75
2005,39.35,120.58,74.82,7.45,4.98,73.29,5.27,7.50,10.77,1.25,20.10,0.00,16.89
2006,34.83,125.29,68.15,7.56,5.60,65.17,6.84,9.74,14.60,1.61,53.65,2.90,17.21
2007,35.00,127.22,88.94,8.30,7.32,49.86,15.94,23.80,32.57,4.27,41.90,3.20,19.84
2008,38.38,139.58,102.38,7.27,7.11,51.33,8.68,12.92,19.90,2.37,23.43,0.00,19.40
2009,30.87,180.05,145.04,7.26,6.75,54.07,25.80,38.84,80.30,8.15,108.56,5.62,24.33
2010,32.73,164.33,119.01,8.58,8.15,44.78,16.77,24.30,49.29,5.01,54.04,-0.31,21.74
2011,33.86,202.51,146.50,8.71,7.75,47.09,12.04,17.67,34.90,3.45,81.51,-0.21,20.96
2012,32.37,159.97,122.56,8.66,7.37,49.52,18.84,27.71,63.34,5.63,81.69,2.67,22.31
2013,51.06,128.85,88.08,11.85,5.32,68.60,12.48,26.21,14.01,5.72,71.18,14.05,24.31
2014,47.87,135.95,92.23,9.53,5.61,65.06,10.27,19.19,12.49,4.94,63.08,8.20,27.08
2015,45.80,140.00,101.65,8.44,5.43,67.21,8.12,14.38,11.00,3.94,74.32,8.98,27.51
2016,47.51,146.16,106.58,9.37,5.98,61.03,8.45,14.98,11.37,4.09,68.53,8.54,26.99
2017,53.71,158.43,107.13,9.27,5.23,69.78,3.84,6.55,4.99,1.71,21.15,-0.37,25.36
2018,54.33,141.67,94.83,8.77,4.40,82.95,2.83,4.39,3.27,1.09,33.39,3.97,24.43
