順發,	6154
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,59.96,124.27,59.33,331.15,12.51,29.17,18.99,47.98,3.73,7.08,46.98,63.62,17.97
2001,54.31,116.51,51.23,58.87,13.77,26.50,15.97,36.96,3.12,5.19,11.84,10.24,16.30
2002,57.71,103.76,44.91,41.88,14.66,24.89,13.14,29.96,2.59,3.92,41.52,45.36,14.86
2003,52.06,118.74,51.89,48.42,12.97,28.14,15.37,33.89,3.42,4.66,27.23,20.87,15.73
2004,48.43,126.05,68.74,66.08,12.86,28.38,12.75,25.56,2.99,3.38,36.59,24.16,14.54
2005,50.97,128.30,61.58,85.26,11.76,31.03,10.16,20.15,2.61,2.79,28.79,12.61,14.21
2006,45.62,147.19,78.67,75.73,9.67,37.74,14.63,28.27,4.48,4.24,33.40,11.96,16.03
2007,38.21,174.38,83.29,103.26,9.49,38.46,19.38,33.25,5.91,5.51,37.64,3.11,17.60
2008,35.38,167.74,45.73,114.48,7.91,46.14,9.02,14.07,2.78,2.23,17.96,-16.94,14.79
2009,34.37,197.17,78.64,186.99,7.20,50.69,7.92,12.15,2.34,1.73,46.35,17.93,15.02
2010,34.35,211.00,87.93,293.44,6.70,54.47,9.84,14.99,3.10,2.30,33.19,6.66,15.66
2011,38.47,198.99,87.63,225.80,6.23,58.58,10.01,15.76,3.28,2.50,38.05,9.92,16.04
2012,35.50,207.05,61.30,158.86,5.75,63.47,6.59,10.47,2.15,1.66,-10.46,-16.25,15.75
2013,32.61,225.64,103.25,171.01,5.65,64.60,7.19,10.93,2.42,1.74,57.96,19.02,16.15
2014,32.01,232.49,94.08,318.79,5.88,62.07,6.51,9.61,2.29,1.55,13.34,-2.78,16.15
2015,28.89,257.97,110.82,297.37,5.64,64.71,4.61,6.63,1.64,1.06,25.13,1.48,15.80
2016,32.87,237.76,111.54,178.68,5.40,67.59,5.17,7.49,1.99,1.19,26.69,6.07,15.93
2017,27.71,283.21,142.93,132.43,5.22,69.92,4.85,6.97,2.01,1.11,23.05,2.26,16.00
2018,26.49,298.43,132.61,93.18,5.02,72.70,3.35,4.59,1.42,0.73,-9.66,-9.16,15.70
