互億,	6172
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,52.00,158.00,73.00,3.78,4.07,89.68,5.00,9.00,3.00,1.06,*****,*****,13.06
2001,41.00,161.00,92.00,4.69,3.81,95.80,6.00,10.00,4.00,1.32,66.00,33.00,13.89
2002,52.00,260.00,178.00,4.92,6.09,59.93,8.00,14.00,5.00,1.93,*****,*****,14.38
2003,45.00,158.00,105.00,5.48,6.99,52.21,11.00,20.00,6.00,2.85,20.00,15.00,16.01
2004,51.00,233.00,163.00,6.47,7.54,48.40,8.00,15.00,4.00,2.26,19.00,3.00,15.97
2005,54.00,134.00,85.00,6.95,6.80,53.67,5.00,10.00,3.00,1.51,8.00,5.00,15.32
2006,49.68,150.00,98.36,4.95,3.91,93.35,-0.08,-0.17,-0.08,-2.28,0.20,13.71,12.10
2007,39.93,190.00,124.75,4.71,3.71,98.38,-0.07,-0.14,-0.09,-1.70,0.00,0.00,10.14
2008,34.03,200.14,142.06,4.42,2.34,155.98,-16.86,-27.87,-26.73,-0.25,70.66,19.94,7.82
2009,44.78,174.53,129.34,6.98,3.09,118.12,-26.23,-43.78,-40.71,-2.80,0.00,0.00,5.11
2010,54.66,101.82,62.44,8.77,2.48,147.17,-6.45,-14.21,-11.87,-0.67,0.00,0.00,4.36
2011,64.24,82.76,77.01,8.72,3.67,99.45,-25.90,-64.23,-67.69,-3.88,0.00,0.00,3.99
2012,90.57,36.23,34.96,7.09,26.37,13.84,NA,NA,NA,-2.36,NA,0.00,0.72
2013,81.18,49.27,48.17,12.32,105.19,3.46,4.27,18.27,3.39,0.20,38.05,0.00,1.18
2014,55.50,182.70,181.29,6.64,336.57,1.08,8.06,15.41,13.30,0.87,0.00,0.00,6.05
2015,53.87,114.13,114.11,4.42,789.76,0.46,2.09,2.54,2.65,0.24,0.00,0.00,9.64
2016,51.77,370.60,370.27,6.92,NA,NA,2.41,3.13,2.70,0.31,0.00,0.00,9.95
2017,52.75,285.43,284.77,5.62,2622.48,0.13,-0.22,-1.93,-2.04,-0.19,0.00,0.00,10.00
2018,53.56,305.07,303.68,5.78,1167.89,0.31,2.03,3.00,2.48,0.31,6.73,2.32,10.31
