飛寶企業,	4413
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,66.79,63.95,40.76,5.00,4.62,79.00,3.52,4.57,2.46,0.55,0.00,0.00,n/a
2001,49.98,123.56,81.83,2.81,3.33,109.60,-4.21,15.05,-14.47,-1.44,12.57,3.74,9.48
2002,49.62,137.91,99.21,3.70,3.88,94.07,-7.99,-18.43,-20.57,-1.76,5.56,1.82,8.06
2003,62.00,102.14,57.87,4.20,4.70,77.65,-8.09,-21.18,-12.71,-1.42,0.00,0.00,6.61
2004,66.30,99.31,46.40,4.77,4.75,76.84,-0.95,-6.01,-2.04,-0.38,NA,NA,6.08
2005,98.61,49.16,33.54,2.93,3.08,118.50,-0.46,-198.06,-82.36,-10.21,22.64,24.55,0.18
2006,66.42,86.93,75.45,6.72,10.04,36.35,-7.43,-22.13,-14.70,-0.49,-9.89,-3.59,1.00
2007,85.15,10.75,8.42,3.71,12.33,29.60,-12.41,-60.02,-56.49,-0.47,82.10,86.83,0.55
2008,99.01,79.07,2.35,7.69,14.10,25.88,-12.21,-203.28,-101.37,-0.61,NA,NA,0.05
2009,98.59,8.00,2.28,8.16,15.09,24.18,1.33,-47.73,-10.26,-0.03,NA,NA,0.07
2010,89.13,1.48,1.35,8.34,63.65,5.73,9.79,142.09,162.64,0.39,48.31,-119.09,0.48
2011,94.46,5.00,4.94,13.93,100.14,3.64,-3.92,-72.44,-99.18,-0.26,-11.68,20.42,0.22
2013,43.03,257.92,219.44,39.26,14.60,25.00,0.32,-109.18,-55.11,-0.47,-238.36,-17.39,0.70
2014,58.58,130.78,127.36,12.60,19.90,18.34,-18.95,-38.35,-19.15,-0.23,-25.17,-5.47,0.48
2015,35.81,480.11,467.10,8.57,356.49,1.02,10.36,20.14,3.43,0.36,-359.47,-29.28,1.98
2016,52.36,246.66,246.24,7.63,NA,NA,-12.61,-22.65,-2.29,-0.40,-35.66,-6.45,1.56
2017,24.16,478.77,441.95,5.58,78.00,4.67,22.21,32.22,4.53,0.95,-121.44,-19.30,6.14
2018,13.02,761.02,726.37,5.94,38.77,9.41,10.99,13.27,4.56,1.10,-127.65,-18.66,8.67
