國眾,	5410
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,38.54,162.02,131.03,3.21,9.23,39.54,-7.77,-15.02,-5.38,-1.65,40.46,23.92,10.68
2001,40.36,163.66,127.20,3.00,10.91,33.45,-4.60,-7.65,-3.78,-0.80,16.16,10.13,10.00
2002,31.67,198.78,161.23,2.67,11.82,30.87,-8.81,-13.88,-7.34,-1.33,NA,NA,8.64
2003,53.99,121.42,108.80,3.00,19.00,19.21,-28.51,-49.45,-22.00,-3.53,NA,NA,5.32
2004,43.33,117.75,105.00,2.00,15.00,24.33,-5.95,-15.41,-8.00,-1.43,NA,NA,8.59
2005,48.47,79.67,62.64,2.00,18.00,20.27,-20.46,-38.30,-30.21,-2.77,NA,NA,5.86
2006,35.72,92.93,84.43,2.69,79.41,4.59,1.81,2.37,1.73,0.24,0.37,0.19,10.27
2007,67.42,101.40,98.61,3.27,177.06,2.06,-6.96,-15.79,-9.41,-1.50,0.02,0.04,8.70
2008,40.97,100.21,91.47,5.73,36.79,9.92,-6.27,-13.65,-5.95,-1.01,-60.96,-39.34,10.00
2009,45.74,103.37,81.48,5.14,20.34,17.94,2.75,4.76,2.69,0.49,-15.95,-12.81,10.45
2010,19.69,251.76,205.34,4.00,14.87,24.54,10.59,15.90,13.93,1.75,-59.36,-12.68,11.90
2011,33.77,182.12,151.68,4.06,22.28,16.38,4.81,6.63,4.83,0.75,16.17,2.96,11.40
2012,33.01,177.32,142.91,3.50,21.92,16.65,6.33,9.50,6.00,1.10,32.33,9.51,11.87
2013,38.89,185.75,178.73,3.70,29.22,12.49,5.26,8.29,4.50,0.97,17.93,7.51,11.80
2014,36.49,200.81,189.37,3.79,37.37,9.76,6.15,9.83,4.49,1.18,10.66,-1.43,12.16
2015,46.17,164.36,142.65,3.32,13.44,27.15,6.85,11.73,5.29,1.39,20.12,9.26,12.41
2016,41.01,183.31,154.29,3.50,9.15,39.89,6.13,10.81,4.62,1.32,25.14,8.60,12.38
2017,47.23,165.86,128.81,4.20,7.59,48.08,6.18,11.06,4.37,1.40,0.15,-8.99,12.75
2018,47.69,161.95,131.76,4.41,9.90,36.86,6.33,11.96,4.16,1.58,29.24,19.56,12.97
