亞矽,	6113
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,47.10,191.71,95.15,11.86,7.78,46.91,16.84,27.90,5.86,5.08,-31.41,-13.61,23.53
2001,37.00,144.00,89.00,9.01,6.97,52.36,8.00,12.00,4.00,2.25,52.00,26.00,19.12
2002,43.00,131.00,92.00,7.43,9.03,40.42,-3.00,-5.00,-2.00,-0.79,-27.00,-23.00,15.50
2003,42.00,116.00,76.00,7.59,8.74,41.76,3.00,5.00,2.00,0.87,31.00,21.00,15.89
2004,41.00,110.00,66.00,9.02,9.15,39.89,0.21,-0.58,-0.22,-0.10,-16.27,-10.77,16.08
2005,55.00,102.00,53.00,6.69,5.31,68.73,-6.65,-14.43,-6.38,-2.22,-24.38,-27.91,14.46
2006,56.00,97.00,63.00,7.56,6.20,58.87,-3.68,-11.68,-3.69,-1.60,-3.13,-3.73,12.90
2007,65.00,125.00,76.00,6.88,6.69,54.55,-6.10,-18.00,-5.44,-2.13,-8.87,-6.62,10.76
2008,59.00,827.00,589.00,6.57,5.88,62.07,-4.04,-12.88,-3.66,-1.30,-184.03,-21.39,9.47
2009,57.25,305.10,224.36,6.06,6.40,57.03,6.28,14.94,4.39,1.53,83.98,25.15,10.96
2010,47.07,319.05,220.78,8.00,9.10,40.10,8.54,17.77,4.63,2.12,24.62,6.18,13.09
2011,36.81,391.10,280.70,8.97,9.10,40.10,1.89,3.16,1.01,0.42,-7.77,-1.49,13.23
2012,29.21,330.77,209.34,8.61,9.28,39.33,1.67,2.47,0.86,0.33,-91.71,-20.84,13.76
2013,21.62,489.08,387.66,7.96,9.54,38.25,-3.96,-5.30,-2.04,-0.76,-22.78,-4.50,13.69
2014,31.66,317.41,240.50,8.58,8.82,41.38,-3.12,-4.37,-1.79,-0.58,-27.62,-10.37,12.80
2015,26.38,411.12,323.97,8.22,9.74,37.47,-9.70,-13.97,-4.89,-1.66,-3.11,-0.84,11.03
2016,17.57,747.61,685.10,7.25,14.73,24.77,6.91,8.72,3.29,1.00,112.13,15.57,11.86
2017,25.82,441.00,359.02,6.40,13.63,26.77,-5.22,-6.69,-2.97,-0.76,-59.35,-15.37,10.88
2018,23.69,503.15,428.16,7.32,12.23,29.84,-4.86,-6.49,-2.49,-0.69,33.15,-1.14,10.29
